Country,CountryName,Year,INVESTMENT,CAPITAL,GDP,HC_index,LABOR,TFP,TFP_Growth,GDP_Growth,AI_Patents,TFP_Change,Efficiency_Change,Technical_Change,FDI_inflows,FIN_credit_financial,FIN_credit_private,FIN_deposits,GDPPC_constant2015,GDPPC_ppp,GOV_consumption,GOV_expense,INF_broadband,INF_internet,INF_mobile,INF_telephone,INST_rule_of_law,OPEN_trade,URB_urban_pop,LNPGDP_constant2015,LNPGDP_ppp,LN_AI_Patents,LN_HC_index,AI_Patents_L1,LN_AI_Patents_L1,AI_Patents_L2,LN_AI_Patents_L2,AI_Patent_Stock,LN_AI_Patent_Stock,AI_x_RL,AI_x_MOBILE,AI_x_BROADBAND
ARG,Argentina,2006,67164293724.504,746469751751.2853,470325565798.353,2.7969753742218,9926045.0,477.08101892515526,3.4242347675657037,8.047151500430317,33.0,0.9547638185827574,0.9999999999999962,0.9547638185827609,2.38106854489628,28.168600324333,11.9102616607561,20.5973,11870.2791559298,24877.2493922296,12.4294153726307,,3.99704,20.9272,79.5273,23.9,-0.57701563835144,40.4334798719151,90.3033726521064,9.381793005097167,10.12170898576677,3.5263605246161616,1.028538609827042,29.0,3.4011973816621555,30.0,3.4339872044851463,517.0,6.249975242259483,-2.0347651691687134,280.44193134930686,14.095004071311783
ARG,Argentina,2007,80901540191.8901,790047804355.6111,512690850741.56,2.80521464347839,10116000.0,502.6239639915463,5.35400572505238,9.007650875047402,29.0,0.9475415094716544,1.000000000000003,0.9475415094716514,2.25129423568361,25.8325151090984,13.0985413493544,20.4676,12811.9021206578,26850.6645932771,12.9893238963619,,6.49728,25.9466,100.962,23.7,-0.60147225856781,40.945170618571,90.4796632279031,9.45812987103844,10.198045851708043,3.4011973816621555,1.0314800577861971,33.0,3.5263605246161616,29.0,3.4011973816621555,546.0,6.304448802421981,-2.045725870983258,343.39169004737454,22.098531723925888
ARG,Argentina,2008,87936280775.266,838481694913.0964,533491913656.279,2.81347823143005,10279805.0,505.9488379166804,0.6615032635391982,4.057233103464242,19.0,0.9931065882818239,1.0,0.9931065882818239,2.68990096507093,21.961534168157,12.313946714342,17.10243,13197.3570267029,27658.4853446831,13.6335132595631,,7.70515,28.1126,115.052,24.1,-0.699731647968292,40.4026733790382,90.6521912139817,9.487771863276931,10.227687843946534,2.995732273553991,1.0344215226762814,29.0,3.4011973816621555,33.0,3.5263605246161616,565.0,6.338594078203183,-2.096208680645732,344.6649895369338,23.08256652757453
ARG,Argentina,2009,68086553749.1582,864644163916.5997,501917060966.235,2.82176613807678,10401878.0,466.4204252709888,-7.812729209628333,-5.918525076349557,10.0,1.0815177498150566,1.0000000000000004,1.081517749815056,1.20643922647566,25.6637910223591,12.4162075416805,18.50686,12285.3784651865,25747.1976809995,15.903896746884,,8.59391,34.0,128.462,23.9,-0.694468080997467,34.0571269054879,90.8209023233265,9.416165091577739,10.156081072247344,2.3978952727983707,1.0373629790103744,19.0,2.995732273553991,29.0,3.4011973816621555,575.0,6.3561076606958915,-1.665261728533182,308.03842253422425,20.607296163854645
ARG,Argentina,2010,85962395051.7292,907374350772.4989,552738161802.463,2.83007836341858,10531926.0,500.02890057173545,7.205618253364499,10.125398156100317,24.0,0.9324283512028404,1.000000000000001,0.9324283512028394,2.67516171886535,25.3323186486328,12.6901062454749,18.55176,13387.1553748458,28056.2570212342,15.1637178886417,,9.75627,45.0,138.252,24.0,-0.59809422492981,34.9710132635696,90.9930051940977,9.502050972116228,10.24196695278583,3.2188758248682006,1.0403044015256935,10.0,2.3978952727983707,19.0,2.995732273553991,599.0,6.396929655216146,-1.9251910416198492,445.0160205396785,31.40422164388688
ARG,Argentina,2011,100900907666.981,962906540900.8549,585924294024.785,2.8585422039032,10765734.0,508.4692486528889,1.6879720495160733,6.003951692805698,58.0,0.9776616974528283,0.9999999999999991,0.9776616974528292,2.04465997872008,26.4659610716203,14.0087151168124,17.45251,14040.6189124444,29425.7593876084,15.6889565165983,,10.956,51.0,145.511,23.3,-0.563123285770416,35.2061549999644,91.1072286738406,9.54970975869115,10.28962573936075,4.07753744390572,1.0503117759659493,24.0,3.2188758248682006,10.0,2.3978952727983707,657.0,6.489204931325317,-2.2961562832640925,593.3265510001652,44.673500235431064
ARG,Argentina,2012,93761965457.9418,1008523179313.7538,579910247223.428,2.88729238510132,10843566.0,489.6546050507514,-3.700252011696681,-1.0264204544320643,109.0,1.0411878207630747,0.9999999999999998,1.041187820763075,2.80667189982932,30.6012215884466,15.2128150156924,19.21833,13754.4254235596,28825.9666865361,16.6454378106252,,12.2115,55.8,152.574,22.4,-0.623034238815308,30.5265423717108,91.2041217246797,9.529115900298596,10.269031880968202,4.700480365792417,1.0603191719992802,58.0,4.07753744390572,24.0,3.2188758248682006,766.0,6.642486801367256,-2.9285602067677785,717.1710913304122,57.39991598687409
ARG,Argentina,2013,95955516955.605,1054052537303.671,593858966307.156,2.91633176803589,10942848.0,487.6438884287959,-0.4106397859256483,2.4053237807942773,91.0,1.0064272410467134,1.0000000000000007,1.0064272410467128,1.77920553648531,33.1873915714789,15.7290920133564,19.49922,13946.0950832252,29227.6601818437,16.8062377968797,,14.6798,59.9,158.191,22.7,-0.656328618526459,29.3339290021037,91.3014507719473,9.54295482571449,10.282870806384087,4.5217885770490405,1.0703265827211235,109.0,4.700480365792417,58.0,4.07753744390572,857.0,6.754604099487962,-2.9677792500433195,715.3062567919648,66.3789519533645
ARG,Argentina,2014,89473196447.266,1090823106885.7534,578937574935.696,2.9456627368927,11047223.0,463.80372291106033,-4.888847391187312,-2.5126153208137825,81.0,1.0550577731300823,0.9999999999999916,1.0550577731300912,0.962406650325519,34.4321395694616,13.8237692455151,18.92541,13456.1319159151,28200.8152571318,16.9498757371062,24.5697808575806,15.153,64.7,142.325,22.8,-0.866627335548401,28.4067936452275,91.3975345472954,9.507190185666095,10.247106166335692,4.406719247264253,1.0803338297804246,91.0,4.5217885770490405,109.0,4.700480365792417,938.0,6.844815479208263,-3.818983359766475,627.1863168668848,66.77501675379523
ARG,Argentina,2015,92571210122.056,1128853161663.5217,594749285413.212,2.97528910636902,19343227.0,324.99228751014886,-29.928917890020934,2.731159828289309,37.0,1.3132398016196494,1.0000000000000009,1.3132398016196483,1.97713461784426,40.4276279370297,14.4142330417064,20.54437,13679.6264980954,28669.2061336796,18.098379759087,25.0083932347048,15.7689,68.0431,142.241,23.2,-0.74863588809967,22.4862260889792,91.4923019108628,9.52366288803301,10.263578868702613,3.6375861597263857,1.090341212887493,81.0,4.406719247264253,91.0,4.5217885770490405,975.0,6.883462586413092,-2.7232275452258308,517.4138929456409,57.360732394109405
ARG,Argentina,2016,87222011290.2295,1159632514870.5752,582376550428.09,3.00521349906921,19497873.0,311.5882527530226,-4.124416262249819,-2.0803278437780515,78.0,1.0425474854156624,1.0000000000000007,1.0425474854156618,0.584748941173009,37.9322482578709,13.6676334273514,21.95999,13265.8860639123,27802.1057201498,17.6545781863509,26.1799164832469,16.5185,70.969,145.147,23.2,-0.320159524679184,26.0938878488799,91.5856817228217,9.492951061469718,10.232867042139326,4.3694478524670215,1.10034861340655,37.0,3.6375861597263857,81.0,4.406719247264253,1053.0,6.960347729101308,-1.398920347556323,634.2122474420307,72.1767243509765
ARG,Argentina,2017,98892817130.2083,1200543706257.2546,598790850843.677,3.03543877601624,11568217.0,441.49493624817745,41.69177828347854,2.8185029777592074,60.0,0.7625423525839993,0.9999999999999996,0.7625423525839996,1.78936504083806,38.8683983871173,15.9584973420583,21.90973,13520.1129846159,28334.904184742,17.6968939223042,24.2825320419979,17.7082,74.2949,139.758,22.0,-0.237312033772469,25.2896011376779,91.6776028433824,9.511933706412325,10.251849687081927,4.110873864173311,1.1103559860606984,78.0,4.3694478524670215,37.0,3.6375861597263857,1113.0,7.01571242048723,-0.975559837289057,574.5275095091337,72.79617656155384
ARG,Argentina,2018,93210783977.9137,1233727304922.3057,583118120294.002,3.06596803665161,11744699.0,418.95139555970934,-5.106183296244127,-2.617396462820476,70.0,1.0548024660088868,1.0000000000000087,1.0548024660088777,2.23253157689253,,,,13058.3285449954,27367.115094108,15.8050971558947,22.6709430512171,18.9759,77.7,131.224,21.9,-0.219330430030823,30.7625359549926,91.7679941327998,9.477181411867754,10.217097392537358,4.2626798770413155,1.1203633552979584,60.0,4.110873864173311,78.0,4.3694478524670215,1183.0,7.076653815443951,-0.9349354105152075,559.3659041848696,80.88818707874829
ARG,Argentina,2019,78342216931.0375,1250383156607.228,571450737224.442,3.09680438041687,12041135.0,399.47161773077096,-4.649651018088585,-2.000861002857768,56.0,1.0515141753533972,0.9999999999999949,1.0515141753534025,1.48500687570697,37.8443440962428,14.4776292447323,,12706.3978108968,26629.5529419501,16.4432415862976,22.0364845686943,19.5519,79.947,125.303,17.2,-0.427360445261002,32.6306150458499,91.8567844513802,9.449860910237419,10.189776890907021,4.04305126783455,1.1303707347781278,70.0,4.2626798770413155,60.0,4.110873864173311,1239.0,7.122866658599083,-1.727840190034832,506.6064530134726,79.04933408357434
ARG,Argentina,2020,68106055855.5898,1255970054632.4563,514874343768.066,3.12795066833496,10936539.0,380.073535734589,-4.855934973897336,-9.90048481364636,91.0,1.058221400633075,1.000000000000002,1.0582214006330728,1.26616924308721,45.7796388175674,15.746489768328,,11393.0505957877,23877.0931404855,16.8730073837365,25.8405452538391,21.1798,85.5144,121.181,16.3,-0.486265957355499,30.203698807416,91.9439026594897,9.340758851642148,10.080674832311747,4.5217885770490405,1.1403780515660413,56.0,4.04305126783455,70.0,4.2626798770413155,1330.0,7.193685818395112,-2.198791851377911,547.9548615553798,95.77057770418327
ARG,Argentina,2021,91273371142.4809,1284444923043.3145,568636554720.066,3.13874697685242,12241621.0,386.186822320056,1.6084483687220041,10.441811988250516,47.0,0.9712420084726202,0.999999999999998,0.9712420084726221,1.36838083162438,40.7222722878412,13.2644289814535,,12549.2811699342,26300.274261175,15.9158179423023,22.8967903877811,23.15,87.1507,130.353,16.8,-0.477947890758514,33.078689567466,92.0292776175651,9.437418665623444,10.177334646293042,3.8712010109078907,1.1438236683199132,91.0,4.5217885770490405,56.0,4.04305126783455,1377.0,7.228388451573604,-1.8502323578656537,504.6226653748763,89.61830340251767
ARG,Argentina,2022,100814337082.887,1321037013974.0356,602872713790.916,3.14963102340698,12881228.0,391.3491251661335,1.336737182036507,6.020745375348602,33.0,0.9780903277334073,1.0000000000000044,0.978090327733403,2.3984601182853,41.4598299788054,12.8891009335255,,13276.8232110189,27825.0273492567,15.7026090548718,21.865226929082,24.6832,88.3754,131.484,15.5,-0.482351809740067,31.5801792606256,92.112838186126,9.493775178375971,10.23369115904557,3.5263605246161616,1.1472853105502965,47.0,3.8712010109078907,91.0,4.5217885770490405,1410.0,7.2520539518528135,-1.7009463808445375,463.65998721863144,87.04186210120564
ARG,Argentina,2023,98847542616.3413,1353832705891.675,591684674129.454,3.16060328483582,13293498.0,372.2430085762342,-4.882115574370694,-1.8557880304634566,40.0,1.0412491994495872,0.9999999999999942,1.0412491994495932,3.81190879856952,78.9183308265338,15.3570823376105,,12993.0928872416,27230.3968496682,16.3015627890885,21.00878925888,25.3581,89.229,137.706,15.4,-0.410826534032822,26.6769512482215,92.1945132257907,9.472173178879085,10.212089159548686,3.713572066704308,1.1507629222999955,33.0,3.5263605246161616,47.0,3.8712010109078907,1450.0,7.280008252884188,-1.5256339410452344,511.3811550175834,94.16913182469452
ARG,Argentina,2024,81821414740.2399,1367962485337.3313,583738758865.705,3.1716137699549805,13335384.0,364.33993901112956,-2.1230941570487882,-1.3429307215773068,44.0,1.0208982610591677,1.0000000000000053,1.0208982610591621,1.82409522925391,39.7104696307833,15.1176778381075,,12774.3506596628,26771.9657650571,14.9167656550539,,,89.6672,,,,27.929760849367,92.2742315972952,9.455194584790855,10.195110565460455,3.8066624897703196,1.154240534049695,40.0,3.713572066704308,33.0,3.5263605246161616,1494.0,7.3098814858247865,,,
BRA,Brazil,1992,157408696244.73,2020666955598.449,921636571041.486,1.77301752567291,61896136.0,270.01741322729004,,,14.0,,,,0.627993785794032,,84.4659027013337,56.49775,5973.98216883419,12271.9788476188,17.0630155947621,,,0.0129,0.020525874,7.03,,19.2533747878959,76.0910875240585,8.69516901397652,9.415073799976055,2.70805020110221,0.5726829117995114,,,,,14.0,2.70805020110221,,0.05558509721349862,
BRA,Brazil,1993,172440758766.902,2092074366585.4285,967024315134.652,1.80186975002289,66570000.0,264.1703882668761,-2.165425144448796,4.924690004637733,26.0,0.976250237656566,1.0000000000000016,0.9762502376565645,0.350804998676963,,134.113589135724,80.05889,6167.46021218994,12669.4287208252,17.6640230381336,,,0.0255,0.114869348,7.21,,19.5993205474635,76.6406402906957,8.72704239717718,9.446947183176714,3.295836866004329,0.5888248757873547,14.0,2.70805020110221,,,40.0,3.713572066704308,,0.37859063191228065,
BRA,Brazil,1994,195438127098.98,2182908775355.137,1023622994691.61,1.8311915397644,69427335.0,265.2807908888106,0.4203357648143058,5.85287036438964,30.0,0.9719606447769623,0.9999999999999931,0.971960644776969,0.584730926619457,,69.523199422634,40.86543,6427.1682800904,13202.9308013064,17.8657165129222,,,0.0377,0.356570578,7.7,,18.6747597961023,77.1710338911115,8.768289328331823,9.48819411433136,3.4339872044851463,0.6049668695955256,26.0,3.295836866004329,14.0,2.70805020110221,70.0,4.2626798770413155,,1.2244588023478729,
BRA,Brazil,1995,199528534284.712,2273291870872.0923,1066858717573.94,1.86099052429199,63812475.0,284.94120229493234,7.411170382993237,4.223793633646888,10.0,0.9469920653725105,1.0000000000000056,0.9469920653725052,0.631585790960148,,43.4945248168898,29.07896,6596.33496795058,13550.4393737243,20.9279248587451,,,0.105,0.786185011,8.2,,16.9844599991956,77.7144999942454,8.794269465887714,9.514174251887246,2.3978952727983707,0.6211088859179675,30.0,3.4339872044851463,26.0,3.295836866004329,80.0,4.394449154672439,,1.8851893214218352,
BRA,Brazil,1996,201913940028.864,2361541217357.3516,1090424176256.21,1.89644837379456,63192591.0,285.68166264554515,0.25986426134554375,2.2088640505144364,32.0,0.9857942142393955,0.9999999999999971,0.9857942142393984,1.47596541133615,,40.7784936778552,31.17668,6640.72624266152,13641.6295997537,19.7508265125741,,,0.451,1.504575585,9.2,-0.223502203822136,15.6355914783829,78.3021415455398,8.800976610384398,9.520881396383933,3.4965075614664802,0.6399828599437412,10.0,2.3978952727983707,30.0,3.4339872044851463,112.0,4.727387818712341,-0.781477145668521,5.260759909750353,
BRA,Brazil,1997,218911286451.875,2462375442941.359,1127442397626.76,1.932581782341,64520177.0,283.6799469863868,-0.7006804849221004,3.3948459853160973,40.0,0.9834460824994836,1.0000000000000024,0.9834460824994812,2.1504523942889,,40.8522371718746,34.32053,6764.85764267331,13896.6249901345,19.5352948012041,,,0.786,2.69954844,10.2,,16.5762092633371,79.0008493879259,8.819496497171844,9.539401283171378,3.713572066704308,0.6588568200360024,32.0,3.4965075614664802,10.0,2.3978952727983707,152.0,5.030437921392435,,10.024967679499191,
BRA,Brazil,1998,218552620469.963,2557809291264.254,1131254256718.86,1.96940386295319,65417263.0,274.9721562897705,-3.0695827424961353,0.33809790195258316,98.0,0.9983137850805209,0.9999999999999998,0.9983137850805212,3.34088713373843,,29.5322605651131,36.43462,6687.49446621217,13737.7026434846,20.0705315840705,,0.000584659,1.48,4.307896658,11.8,-0.202992081642151,16.438584928207,79.789068166086,8.807994563721627,9.527899349721158,4.59511985013459,0.6777308893169924,40.0,3.713572066704308,32.0,3.4965075614664802,250.0,5.5254529391317835,-0.9327729437739892,19.795301445504258,0.002686578176459839
BRA,Brazil,1999,199155414557.845,2629074241258.886,1136547820360.71,2.0069272518158,66711062.00000001,266.8594280382334,-2.9503817262820586,0.4679375666796215,98.0,0.9976684914864498,1.0000000000000018,0.997668491486448,4.73376982673849,,29.8269102040964,39.98574,6621.63600079445,13602.4137069426,19.7826907684467,,0.004034901,2.04,8.665064415,14.6,,20.982166473881,80.5466061325216,8.798097748428832,9.518002534428367,4.59511985013459,0.6966048219304483,98.0,4.59511985013459,40.0,3.713572066704308,348.0,5.855071922202427,,39.81700949606137,0.018540853678427904
BRA,Brazil,2000,208741146224.95,2706361675420.892,1186418964121.03,2.04516577720642,80295093.0,241.48026751988843,-9.510310617434447,4.387949443648775,54.0,0.9787568548664847,0.9999999999999967,0.9787568548664879,5.0339171410898,,31.140985776572,43.53863,6817.78345634413,14005.347187072,18.7678457433113,,0.0574652,2.87069,13.3251,17.8,-0.244871854782104,22.6397613589755,81.1484365423806,8.827289691610327,9.547194477609857,4.007333185232471,0.7154788508578201,98.0,4.59511985013459,98.0,4.59511985013459,402.0,5.998936561946683,-0.9812831097977519,53.3981154265412,0.230282202956021
BRA,Brazil,2001,211464123363.08,2782507715012.9272,1202908958645.15,2.08590292930603,73088650.0,254.46989173885535,5.37916590551113,1.3898964044574802,86.0,0.9644118270883901,0.9999999999999944,0.9644118270883955,4.14759326073982,,29.0040380203225,44.76563,6823.0331851176,14016.1313773564,19.3432950151268,,0.187747,4.52849,16.3049,21.2,,26.936285024943,81.5960450621957,8.828059400517153,9.547964186516689,4.465908118654584,0.7352018211267102,54.0,4.007333185232471,98.0,4.59511985013459,488.0,6.192362489474872,,72.81618528385113,0.8384608515530421
BRA,Brazil,2002,208411057628.535,2851793386890.816,1239639324869.85,2.12745189666748,75787338.0,250.70174874854368,-1.4807814647788131,3.0534618568366145,92.0,0.9850736614891551,1.0000000000000098,0.9850736614891454,3.25358063263725,,29.6451419426432,42.78606,6944.62257593723,14265.9048768518,19.8096623433068,,0.409516,9.14943,19.5408,21.7,-0.266611307859421,27.6183574077173,81.9943491502673,8.845722908994254,9.565627694993784,4.532599493153256,0.7549249709477223,86.0,4.465908118654584,54.0,4.007333185232471,580.0,6.364750756851911,-1.2084422788725384,88.57062017580915,1.8561720140381488
BRA,Brazil,2003,200106893263.436,2909310610809.711,1253781489768.13,2.16982817649841,76955937.0,246.12824971948098,-1.8242788699690982,1.1408289987706377,100.0,0.9943442015026819,0.9999999999999998,0.9943442015026821,1.81340059419325,,27.6856699440399,45.80084,6941.43965883253,14259.3664088286,19.0774784940227,,0.534956,13.2076,25.6741,21.7,-0.367893666028976,28.1403847215489,82.3540335841671,8.845264475623205,9.565169261622742,4.61512051684126,0.7746479830802223,92.0,4.532599493153256,86.0,4.465908118654584,680.0,6.523562306149512,-1.6978736061062736,118.48906566143418,2.468886411207333
BRA,Brazil,2004,217089892052.109,2980934972321.334,1325998860202.27,2.21304869651794,81288843.0,245.89830313360346,-0.09342551541303701,5.759964636859949,86.0,0.972387464549905,0.9999999999999989,0.9723874645499061,2.71353208011572,,29.3727702559767,46.92978,7258.78101654079,14911.260960772,18.467583921631,,1.72846,19.0737,35.9135,21.7,-0.400920122861862,29.6782524803495,82.6816824814559,8.889967189663635,9.609871975663166,4.465908118654584,0.7943710655796087,100.0,4.61512051684126,92.0,4.532599493153256,766.0,6.642486801367256,-1.7904724316207827,160.3863912193014,7.719143546769702
