Country,CountryName,Year,INVESTMENT,CAPITAL,GDP,HC_index,LABOR,EFFECTIVE_LABOR,TFP,TFP_Growth,GDP_Growth,AI_Patents,TFP_Change,Efficiency_Change,Technical_Change,TFP_Change_CRS,Efficiency_Change_CRS,Technical_Change_CRS,FDI_inflows,FIN_credit_private,GDPPC_constant2015,GOV_consumption,IND_va_pct,INF_broadband,INF_internet,INF_mobile,INST_rule_of_law,OPEN_trade,POP_total,SRV_va_pct,URB_urban_pop,LNPGDP_constant2015,AI_Patent_Stock,AI_Patent_Stock_PC,LN_AI,LN_AI_flow,LN_AI_stock_raw,LN_HC_index,LN_AI_L1,LN_AI_L2,IS_ratio,LN_IS,AI_x_RL,AI_x_MOBILE,AI_x_BROADBAND
ARG,Argentina,2023,98847542616.3413,1303113940846.375,591684674129.454,3.16060328483582,13293498.0,42015473.4457584,377.2510553325904,-4.9842746608815265,-1.8557880304634566,40.0,0.9578331126860871,0.9999999999999989,0.9578331126860882,0.9502831270101956,1.0,0.9502831270101956,3.81190879856952,15.3570823376105,12993.0928872416,16.3015627890885,25.1722105252735,25.3581,89.229,137.706,-0.410826534032822,26.6769512482215,45538401.0,53.1990739500308,92.1945132257907,9.472173178879085,133.50369015325356,2.9316727689506172,1.3690649762761107,3.713572066704308,4.901591634749201,1.1507629222999955,1.439240367088105,1.589235644868495,2.1134049350420643,0.7483003601418097,-0.5624482190692423,188.52846162307807,34.71688657490724
ARG,Argentina,2024,81821414740.2399,1319779658544.2961,583738758865.705,3.1716137699549805,13335384.0,42294687.52203733,368.9412767156848,-2.2027184548442325,-1.3429307215773068,44.0,0.9790776500556598,0.999999999999998,0.9790776500556618,0.9787413556943247,1.0,0.9787413556943247,1.82409522925391,15.1176778381075,12774.3506596628,14.9167656550539,23.9965975604249,25.3581,89.6672,137.706,-0.410826534032822,27.929760849367,45696159.0,53.6514046050424,92.2742315972952,9.455194584790855,129.44236169808227,2.832674879700114,1.3435629614338367,3.8066624897703196,4.870931456384953,1.154240534049695,1.3690649762761107,1.439240367088105,2.2357921563648717,0.8045955976472331,-0.5519713147007372,185.0166811672079,34.070203932335374
BRA,Brazil,2000,208741146224.95,2144072377962.4028,1186418964121.03,2.04516577720642,69899856.0,142956793.32285684,286.69568512065814,-1.7418227937049835,4.387949443648775,54.0,1.020022906718165,0.9999999999999982,1.0200229067181668,0.9918422965460579,1.057405281914983,0.937996351550099,5.0339171410898,31.140985776572,6817.78345634413,18.7678457433113,23.0066186293679,0.0574652,2.87069,13.3251,-0.244871854782104,22.6397613589755,174018282.0,58.2518612474651,81.1484365423806,8.827289691610327,54.0,0.3103122234019067,0.270265447289696,4.007333185232471,4.007333185232471,0.7154788508578201,,,2.5319610059127386,0.9289941036549436,-0.06618040136134282,3.6013141116799283,0.015530857981591838
BRA,Brazil,2001,211464123363.08,2248332882427.363,1202908958645.15,2.08590292930603,73088650.0,152455829.13402316,274.18135778366064,-4.365021165815852,1.3898964044574802,86.0,0.9912951647021148,1.000000000000002,0.9912951647021128,0.9668820750892078,1.0477441304308628,0.9228227073833358,4.14759326073982,29.0040380203225,6823.0331851176,19.3432950151268,22.6395279128549,0.187747,4.52849,16.3049,-0.2557415813207625,26.936285024943,176301203.0,57.7136922473936,81.5960450621957,8.828059400517153,120.56,0.6838297070497018,0.521070786627001,4.465908118654584,4.800407968048592,0.7352018211267102,0.270265447289696,,2.5492445102896037,0.935797044798902,-0.13325946695204288,8.496007068874588,0.09782947697685956
BRA,Brazil,2002,208411057628.535,2344327295934.53,1239639324869.85,2.12745189666748,75787338.0,161233915.9714794,268.4987684507499,-2.0725659026732735,3.0534618568366145,92.0,1.00900370126859,1.0000000000000002,1.0090037012685897,0.9874502199123408,1.0622535609007957,0.9295805222577731,3.25358063263725,29.6451419426432,6944.62257593723,19.8096623433068,22.4953278210778,0.409516,9.14943,19.5408,-0.266611307859421,27.6183574077173,178503484.0,57.3481454732844,81.9943491502673,8.845722908994254,169.1584,0.9476476100600927,0.6666222905298265,4.532599493153256,5.13672976793287,0.7549249709477223,0.521070786627001,0.270265447289696,2.5493358411763176,0.9358328708055266,-0.17772904072639994,13.026332854785233,0.2729924939286124
BRA,Brazil,2003,200106893263.436,2427217824401.2393,1253781489768.13,2.16982817649841,76955937.0,166981160.45143652,262.24060109612367,-2.330799277306228,1.1408289987706377,100.0,0.9956336903162022,0.9999999999999423,0.9956336903162597,0.9767326789565336,0.9608592866290292,1.0165199967866188,1.81340059419325,27.6856699440399,6941.43965883253,19.0774784940227,23.0838178183236,0.534956,13.2076,25.6741,-0.367893666028976,28.1403847215489,180622688.0,56.3578281358252,82.3540335841671,8.845264475623205,208.26137599999998,1.1530189164275972,0.7668710044224011,4.61512051684126,5.343584073483227,0.7746479830802223,0.6666222905298265,0.521070786627001,2.4414431173984217,0.8925893060292153,-0.2821269851882802,19.688722854641167,0.41024224504178997
BRA,Brazil,2004,217089892052.109,2522946825233.286,1325998860202.27,2.21304869651794,81288843.0,179896168.04260147,260.6820175513988,-0.594333424424065,5.759964636859949,86.0,1.0325770121676938,1.0000000000000575,1.0325770121676345,1.0174707952907214,0.9765768150960197,1.0418748218906682,2.71353208011572,29.3727702559767,7258.78101654079,18.467583921631,24.3066232905778,1.72846,19.0737,35.9135,-0.400920122861862,29.6782524803495,182675143.0,54.9204711079064,82.6816824814559,8.889967189663635,219.28728064,1.2004221101937225,0.7886492102297816,4.465908118654584,5.394932515600399,0.7943710655796087,0.7668710044224011,0.6666222905298265,2.2594858385449093,0.8151372823323664,-0.3161853382602345,28.323153411587263,1.3631486139137685
BRA,Brazil,2005,221336823885.976,2618136307857.5977,1368459094848.72,2.25713014602661,83330243.0,188087203.5510229,257.9888991719232,-1.033104778293581,3.202132062162777,160.0,1.014564894761069,0.9999999999999618,1.014564894761108,0.9944993721759343,0.9646440842525982,1.0309495371512778,1.73389357182998,31.8397841553463,7409.56827992249,18.8900014180073,24.1725782850314,1.75095,21.0227,46.6789,-0.475531458854675,27.0867952052479,184688101.0,56.0758916063079,82.9838799596945,8.91052745477402,300.34385960960003,1.6262220358722517,0.9655463251897797,5.081404364984463,5.708252003446691,0.8140941594545528,0.7886492102297816,0.7668710044224011,2.319814251714815,0.8414871185569041,-0.4591476526092664,45.07064035890121,1.6906233380910447
BRA,Brazil,2006,236079601195.265,2723309093659.983,1422677289673.84,2.29880857467651,85281316.0,196045420.48049706,257.50793428731674,-0.18642851926972126,3.9619887089949124,146.0,1.0220287403510255,1.0000000000000384,1.0220287403509862,0.999470305848745,0.9844464670850169,1.015261204408823,1.753125434984,35.4251666759672,7622.03919432148,19.0389169434879,23.5440216718081,2.55394,28.1784,53.5317,-0.402620196342468,26.0416998879446,186653106.0,57.1381272137718,83.2672101364439,8.938799223682652,338.220070150144,1.8120248700824941,1.0339048181776205,4.990432586778736,5.826649071242044,0.8323909777108361,0.9655463251897797,0.7886492102297816,2.4268635159383027,0.8865996894558447,-0.4162709608940972,55.34668255523893,2.640530871336552
BRA,Brazil,2007,264296798014.956,2851440436991.94,1509031960316.93,2.34125638008118,86726175.0,203048210.53878692,262.71596988571,2.0224757783899427,6.069870607331285,140.0,1.0398813609277562,0.9999999999999998,1.0398813609277564,1.0130355151062185,1.002995561683283,1.010009967946504,3.19082655934052,40.6909379439314,8003.2532101272,18.9429876166654,23.125380408552,4.03572,30.88,64.1626,-0.40977942943573,25.2926113757805,188552320.0,57.7262362197187,83.5382571292649,8.987603389267655,356.46084489609217,1.890514234436851,1.0614344220869434,4.948759890378168,5.879025831369612,0.8506876998471646,1.0339048181776205,0.9655463251897797,2.496228611157071,0.9147810373214228,-0.43495399186623146,68.10439225059571,4.2836521259047196
BRA,Brazil,2008,296770834353.685,3005639249496.028,1585904997750.07,2.38448834419251,89200229.0,212696906.34980273,262.9992478618523,0.10782670587765608,5.094195448119931,94.0,1.0270522763731864,1.0000000000000002,1.0270522763731862,0.9970253038322902,1.0346975898396378,0.963591017919365,2.99060892561747,45.7822559944444,8330.76364001877,18.8393928715842,23.0852937521799,5.26189,33.83,79.132,-0.288044780492783,27.2575694165953,190367302.0,56.8048617741342,83.8036050557184,9.027710404430774,322.134940733499,1.6921757956810197,0.9903497126521978,4.553876891600541,5.778070009148472,0.8689845705884013,1.0614344220869434,1.0339048181776205,2.460651459926527,0.9004261359936955,-0.28526506559199305,78.36835346159373,5.211111249507473
BRA,Brazil,2009,290438116325.471,3145795403346.6973,1583909738906.86,2.42851853370667,89786445.0,218048045.75813457,254.36996736464954,-3.281104629521814,-0.12581200299138784,96.0,0.9784912483188467,0.9999999999999993,0.9784912483188474,0.9542444468448186,1.057373003901297,0.9024671930567795,1.88848240446291,47.4942898468856,8246.09612122851,19.6506384028556,21.8785926263801,6.10683,39.22,88.1849,-0.103854693472385,22.1059756060711,192079951.0,59.14505921907,84.0698380333651,9.017495169908646,302.16636206943934,1.5731280672257113,0.945122305564916,4.574710978503383,5.714281704570836,0.8872814145252799,0.9903497126521978,1.0614344220869434,2.7033301560611296,0.9944844041420463,-0.09815538733835816,83.34551600401157,5.771701249292997
BRA,Brazil,2010,342292709370.151,3330798342549.513,1703150040806.99,2.47336173057556,90358827.0,223490064.72149765,263.8415237651643,3.7235356432376854,7.52822581812167,78.0,1.0483067443138518,1.0000000000000007,1.0483067443138512,1.015557724367531,0.9804679611892685,1.0357887912377064,3.73001226987179,52.7646576299427,8792.63334959864,19.0168578361845,23.2679773548596,7.27968,40.65,101.667,0.0564144365489483,22.7721781132208,193701929.0,57.6129219702781,84.343846036308,9.081669530522428,271.3864717244412,1.4010519829383898,0.8759069675413522,4.3694478524670215,5.60722190976912,0.9055782498100508,0.945122305564916,0.9903497126521978,2.47606060000937,0.9066688294862393,0.04941379804314334,89.05083366902666,6.376322433471431
BRA,Brazil,2011,365685151995.703,3529943577417.7407,1770840429106.43,2.5608959197998,90931209.0,232865362.11056283,261.7233861031645,-0.802806787867516,3.974423079446754,88.0,1.0133755370134756,0.9999999999999998,1.0133755370134758,0.9810860385306923,0.9946385981997121,0.9863743879500053,3.91517954138648,58.0784911068154,9067.99212019529,18.6692569362796,23.1020509677218,9.13182,45.69,120.008,0.0451417230069637,23.9344051765103,195284734.0,57.5681693213714,84.6225758599683,9.112506142658724,261.6873419036424,1.340029691740484,0.8501636180670927,4.48863636973214,5.570964510923203,0.9403571659385164,0.8759069675413522,0.945122305564916,2.49190729436991,0.9130483989370376,0.038377850557382784,102.02643547699566,7.763541130737438
BRA,Brazil,2012,368533023762.941,3721979422309.7944,1804861390164.77,2.62187433242798,89317315.0,234178775.6398846,260.8957897603431,-0.3162103146927664,1.9211759850946697,90.0,0.9952308144797818,1.0000000000000002,0.9952308144797816,0.9666254424055296,1.0329599645410699,0.9357820976488553,3.75496210868766,62.5192932013758,9167.49818450433,18.530103265812,22.1336473645034,9.71151,48.56,126.132,-0.0769327953457832,25.1142736103322,196876111.0,58.7336025082152,84.8973874181312,9.123419701909391,257.4798988183311,1.3078270264000242,0.8363064006033605,4.51085950651685,5.554817930067432,0.9638894560571364,0.8501636180670927,0.8759069675413522,2.653588969814735,0.9759130519548246,-0.06433938916398692,105.48499892090307,8.121797972523542
