Country,Year_t,Year_t1,Period,TFP_Change,Efficiency_Change,Technical_Change
MEX,1994,1995,1994-1995,0.8920695065028854,1.009702858599907,0.8834970594614968
PER,1994,1995,1994-1995,0.8875061951444236,1.0,0.8875061951444236
URY,1994,1995,1994-1995,0.9050177023710253,1.0252107026472992,0.8827626360455353
ARG,1995,1996,1995-1996,0.8914974453029754,1.0,0.8914974453029754
BRA,1995,1996,1995-1996,0.9464138702127896,0.9958753641988256,0.9503336504103328
CHL,1995,1996,1995-1996,0.9341717102870803,0.9981727502950833,0.9358818000300221
COL,1995,1996,1995-1996,1.0156565290347714,1.1986928288323253,0.8473034163590902
CRI,1995,1996,1995-1996,0.9623788764535075,1.016765529495252,0.9465101329027712
DOM,1995,1996,1995-1996,0.9147963576029443,0.9774699727824585,0.9358818000300224
MEX,1995,1996,1995-1996,0.9948344223304373,1.0463228507205167,0.9507910695493045
PER,1995,1996,1995-1996,0.8870658232091633,0.949155274153751,0.9345845167431162
URY,1995,1996,1995-1996,0.9683517599819415,1.0170708759422575,0.9520986028479278
ARG,1996,1997,1996-1997,0.9946003080024047,1.0,0.9946003080024047
BRA,1996,1997,1996-1997,0.9564823107931688,0.9853170953497504,0.9707355279912744
CHL,1996,1997,1996-1997,0.9389430133964838,0.96724904602948,0.9707355279912744
COL,1996,1997,1996-1997,0.9803453862821574,0.9681372545158702,1.012609918386409
CRI,1996,1997,1996-1997,0.9891008298601813,1.0189189551008917,0.970735527991274
DOM,1996,1997,1996-1997,0.9327328128912404,0.9608516284773546,0.9707355279912742
MEX,1996,1997,1996-1997,0.9947030738542769,1.0246900882597738,0.9707355279912743
PER,1996,1997,1996-1997,0.9186675906181214,0.9463623861785545,0.9707355279912744
URY,1996,1997,1996-1997,0.9937026269551411,1.0236594811888593,0.9707355279912742
ARG,1997,1998,1997-1998,0.9632461462664996,1.0,0.9632461462664996
BRA,1997,1998,1997-1998,0.9368829285550608,0.9985935724022953,0.938202442362233
CHL,1997,1998,1997-1998,0.9257293762028235,0.9867053573981274,0.9382024423622334
COL,1997,1998,1997-1998,0.9942794693127557,1.0084037936529526,0.9859933843673561
CRI,1997,1998,1997-1998,0.9850577077938758,1.0499415300110164,0.9382024423622334
DOM,1997,1998,1997-1998,0.8871525931229606,0.9455875971600137,0.9382024423622334
MEX,1997,1998,1997-1998,0.9821527668832819,1.0468452463312603,0.938202442362233
PER,1997,1998,1997-1998,0.8828748185923471,0.941028053998047,0.938202442362233
URY,1997,1998,1997-1998,1.0018960928025,1.0416873802849864,0.9618011236042812
ARG,1998,1999,1998-1999,0.9319821037403645,1.0,0.9319821037403645
BRA,1998,1999,1998-1999,0.9541706263647779,1.0601305053938663,0.9000501556270928
CHL,1998,1999,1998-1999,0.91931997463091,1.0214097168733796,0.9000501556270927
COL,1998,1999,1998-1999,0.9490481637785975,0.9851744482799145,0.9633300634579058
CRI,1998,1999,1998-1999,0.9700326460474922,1.0777539895781036,0.9000501556270927
DOM,1998,1999,1998-1999,0.9242401043632777,1.0268762230470712,0.9000501556270929
MEX,1998,1999,1998-1999,0.9542381202178225,1.0602054943848938,0.9000501556270928
PER,1998,1999,1998-1999,0.9307138032661503,1.034068820995529,0.9000501556270928
URY,1998,1999,1998-1999,0.986974262990386,1.0498223807617069,0.9401345228268797
ARG,1999,2000,1999-2000,0.9641958550840145,1.0,0.9641958550840145
BRA,1999,2000,1999-2000,0.9918422965460579,1.057405281914983,0.937996351550099
CHL,1999,2000,1999-2000,0.9661735091293822,1.0300397304666677,0.9379963515500994
COL,1999,2000,1999-2000,0.9707814674898424,0.9786721897601713,0.9919373183861875
CRI,1999,2000,1999-2000,0.9794857125902854,1.0442319002324714,0.9379963515500993
DOM,1999,2000,1999-2000,0.9115451044633649,0.971800266554319,0.9379963515500991
MEX,1999,2000,1999-2000,0.9783159884733078,1.0429848547455198,0.9379963515500992
PER,1999,2000,1999-2000,0.9577870269400113,1.021098883121674,0.9379963515500991
URY,1999,2000,1999-2000,0.9722269083852167,0.9869840009949569,0.9850482960262134
ARG,2000,2001,2000-2001,0.9422497186154991,1.0,0.9422497186154991
BRA,2000,2001,2000-2001,0.9668820750892078,1.0477441304308628,0.9228227073833358
CHL,2000,2001,2000-2001,0.9565261414870257,1.036522111814149,0.9228227073833358
COL,2000,2001,2000-2001,0.7774831412099614,0.8256219793381089,0.9416938510203667
CRI,2000,2001,2000-2001,0.9790205502407648,1.0608977676944882,0.9228227073833358
DOM,2000,2001,2000-2001,0.9165003510620179,0.99314889385498,0.9228227073833359
MEX,2000,2001,2000-2001,0.941614716262049,1.0203636177657547,0.9228227073833358
PER,2000,2001,2000-2001,0.9539619033421426,1.0337434219050612,0.9228227073833358
URY,2000,2001,2000-2001,0.9887933838067471,1.033214537102709,0.957006844463759
ARG,2001,2002,2001-2002,0.8938571347747567,1.0,0.8938571347747567
BRA,2001,2002,2001-2002,0.9874502199123408,1.0622535609007957,0.9295805222577731
CHL,2001,2002,2001-2002,0.9552233253148336,1.0172352367170308,0.9390387698303383
COL,2001,2002,2001-2002,1.0174505420645412,1.0902635145210495,0.9332152534807193
CRI,2001,2002,2001-2002,0.9802263492645831,1.0578710215192055,0.9266028932873904
DOM,2001,2002,2001-2002,0.9411382653533436,1.0097911654465785,0.9320127740839629
MEX,2001,2002,2001-2002,0.9505988653318863,1.0483688521406103,0.9067408511717108
PER,2001,2002,2001-2002,1.0045207937116034,1.0699787039844322,0.938823165331166
URY,2001,2002,2001-2002,0.9756867369762569,1.0871666650927927,0.8974582907147721
ARG,2002,2003,2002-2003,1.0091369857194634,1.0,1.0091369857194634
BRA,2002,2003,2002-2003,0.9767326789565336,0.9608592866290292,1.0165199967866188
CHL,2002,2003,2002-2003,0.9790449121014458,0.9719430525143906,1.0073068679987813
COL,2002,2003,2002-2003,1.0253380595759696,1.0114089668877422,1.0137719687527482
CRI,2002,2003,2002-2003,0.987995295091396,0.9662696528912038,1.02248403655769
DOM,2002,2003,2002-2003,0.9198098795423573,0.9065011567873277,1.0146814183913413
MEX,2002,2003,2002-2003,0.9669705154276672,0.9253007288418241,1.0450337768975932
PER,2002,2003,2002-2003,0.991674276823895,0.9842374343174872,1.0075559435631147
URY,2002,2003,2002-2003,1.0345914393533602,1.0714102055422947,0.9656352291601529
ARG,2003,2004,2003-2004,1.0447419465748062,1.0,1.0447419465748062
BRA,2003,2004,2003-2004,1.0174707952907214,0.9765768150960197,1.0418748218906682
CHL,2003,2004,2003-2004,0.9856205083045515,0.9460066483955979,1.0418748218906682
COL,2003,2004,2003-2004,1.0329237196952914,0.9914086586917098,1.0418748218906682
CRI,2003,2004,2003-2004,0.9930297508002454,0.953118100117071,1.0418748218906682
DOM,2003,2004,2003-2004,0.9625491031075999,0.9238625244450024,1.0418748218906682
MEX,2003,2004,2003-2004,0.9869130423421898,0.9465543859065919,1.0426374406336336
PER,2003,2004,2003-2004,0.997115132235997,0.9570392827293336,1.041874821890668
URY,2003,2004,2003-2004,0.9995095459360568,0.9568411090405294,1.0445930222817381
ARG,2004,2005,2004-2005,1.0379186235654099,1.0,1.0379186235654099
BRA,2004,2005,2004-2005,0.9944993721759343,0.9646440842525982,1.0309495371512778
CHL,2004,2005,2004-2005,0.9617517454095862,0.9328795549655133,1.030949537151278
COL,2004,2005,2004-2005,1.0204114425658533,0.9897782634302903,1.0309495371512778
CRI,2004,2005,2004-2005,0.9892878750248204,0.9595890384299728,1.030949537151278
DOM,2004,2005,2004-2005,1.0192791823411296,0.9886799941320156,1.0309495371512778
MEX,2004,2005,2004-2005,0.9730682045768771,0.9438562892861483,1.0309495371512778
PER,2004,2005,2004-2005,1.004268460811864,0.9741199007536886,1.0309495371512778
URY,2004,2005,2004-2005,1.0871580462182795,1.0375922331972935,1.0477700308802922
ARG,2005,2006,2005-2006,1.02285352529257,1.0,1.02285352529257
BRA,2005,2006,2005-2006,0.999470305848745,0.9844464670850169,1.015261204408823
CHL,2005,2006,2005-2006,0.9680087962364439,0.9534578806250225,1.0152612044088227
COL,2005,2006,2005-2006,1.02672543447972,1.011291902045615,1.0152612044088225
CRI,2005,2006,2005-2006,1.0187649657725708,1.0034510935201035,1.015261204408823
DOM,2005,2006,2005-2006,1.0008925174740009,0.9858473003081125,1.015261204408823
MEX,2005,2006,2005-2006,0.9945741318326444,0.9796238913824898,1.0152612044088227
PER,2005,2006,2005-2006,1.0033698641591156,0.9882874080107971,1.015261204408823
URY,2005,2006,2005-2006,0.7706064679886863,0.7537304552577142,1.022389983863929
ARG,2006,2007,2006-2007,1.0382890755670284,1.0,1.0382890755670284
BRA,2006,2007,2006-2007,1.0130355151062185,1.002995561683283,1.010009967946504
CHL,2006,2007,2006-2007,0.9587777638732103,0.9492755460845039,1.0100099679465044
COL,2006,2007,2006-2007,1.0135523194755387,1.0035072441277353,1.0100099679465042
CRI,2006,2007,2006-2007,1.0143011210878057,1.0042486245457813,1.0100099679465044
DOM,2006,2007,2006-2007,0.9800498867624277,0.9703368460362921,1.0100099679465044
MEX,2006,2007,2006-2007,0.9672277875224158,0.9576418235643053,1.0100099679465042
PER,2006,2007,2006-2007,0.9962396581350623,0.9863661644454473,1.010009967946504
URY,2006,2007,2006-2007,1.014706035688957,1.004952763308036,1.0097052047986972
ARG,2007,2008,2007-2008,0.9924690995545317,1.0,0.9924690995545317
BRA,2007,2008,2007-2008,0.9970253038322902,1.0346975898396378,0.963591017919365
CHL,2007,2008,2007-2008,0.9359399023616355,0.9713040957797271,0.9635910179193649
COL,2007,2008,2007-2008,0.9881208351190436,1.0254566685902125,0.9635910179193649
CRI,2007,2008,2007-2008,0.9786972164626292,1.0156769814810875,0.963591017919365
DOM,2007,2008,2007-2008,0.9464669832041773,0.9822289390449461,0.9635910179193647
MEX,2007,2008,2007-2008,0.955578663526996,0.9916849013291245,0.963591017919365
PER,2007,2008,2007-2008,0.9800896533943498,1.0171220312022105,0.9635910179193647
URY,2007,2008,2007-2008,1.007975087314291,1.0460611074299577,0.9635910179193649
ARG,2008,2009,2008-2009,0.9153848450806766,1.0,0.9153848450806766
BRA,2008,2009,2008-2009,0.9542444468448186,1.057373003901297,0.9024671930567795
CHL,2008,2009,2008-2009,0.9177216135436203,1.016903019416331,0.9024671930567797
COL,2008,2009,2008-2009,0.9676698808919445,1.0722493718739121,0.9024671930567796
CRI,2008,2009,2008-2009,0.9457488234869073,1.0479592286158645,0.9024671930567796
DOM,2008,2009,2008-2009,0.9528752738607893,1.055855859572325,0.9024671930567795
MEX,2008,2009,2008-2009,0.9021552272946565,0.999654318999601,0.9024671930567796
PER,2008,2009,2008-2009,0.9259661528322031,1.0260385750930503,0.9024671930567798
URY,2008,2009,2008-2009,0.9924915558283057,1.0997536126123337,0.9024671930567796
ARG,2009,2010,2009-2010,1.060713227560439,1.0,1.060713227560439
BRA,2009,2010,2009-2010,1.015557724367531,0.9804679611892685,1.0357887912377064
CHL,2009,2010,2009-2010,0.9787966541280969,0.9449770671475339,1.0357887912377062
COL,2009,2010,2009-2010,0.9975217916739528,0.9630552098193427,1.0357887912377066
CRI,2009,2010,2009-2010,1.005706566510374,0.9709571826014973,1.0357887912377064
DOM,2009,2010,2009-2010,1.0119591230407952,0.976993699489221,1.0357887912377064
MEX,2009,2010,2009-2010,1.0086666690074728,0.9738150070171891,1.0357887912377064
PER,2009,2010,2009-2010,0.9774884197065006,0.943714035115653,1.0357887912377064
URY,2009,2010,2009-2010,1.0162308951556214,0.9811178724393083,1.0357887912377064
ARG,2010,2011,2010-2011,1.0082054624679848,1.0,1.0082054624679848
BRA,2010,2011,2010-2011,0.9810860385306923,0.9946385981997121,0.9863743879500053
CHL,2010,2011,2010-2011,0.9746568825419164,0.9881206309173926,0.9863743879500055
COL,2010,2011,2010-2011,1.0142173484698536,1.0282275785543407,0.9863743879500052
CRI,2010,2011,2010-2011,0.9979186122692453,1.0117036943175628,0.9863743879500053
DOM,2010,2011,2010-2011,0.9733546516219296,0.9868004111956566,0.9863743879500055
MEX,2010,2011,2010-2011,0.9901613426105231,1.0038392670235368,0.9863743879500054
PER,2010,2011,2010-2011,0.960506502405967,0.973774779779309,0.9863743879500052
URY,2010,2011,2010-2011,0.9904578188915858,1.0041398387787288,0.9863743879500054
ARG,2011,2012,2011-2012,0.9563357331518284,1.0,0.9563357331518284
BRA,2011,2012,2011-2012,0.9666254424055296,1.0329599645410699,0.9357820976488553
CHL,2011,2012,2011-2012,0.9705718791635257,1.0371772249138762,0.9357820976488553
COL,2011,2012,2011-2012,0.9873951053334697,1.0551549423891438,0.935782097648855
CRI,2011,2012,2011-2012,0.9990198323138032,1.0675774144684242,0.9357820976488551
DOM,2011,2012,2011-2012,0.9760051970153494,1.042983403366611,0.9357820976488552
MEX,2011,2012,2011-2012,0.99184150281425,1.0599064732123464,0.9357820976488554
PER,2011,2012,2011-2012,0.9536935321065141,1.0191406038891544,0.9357820976488553
URY,2011,2012,2011-2012,0.9637187887447024,1.029853842220361,0.9357820976488551
ARG,2012,2013,2012-2013,0.9892637484115963,1.0,0.9892637484115963
BRA,2012,2013,2012-2013,0.9765479003343598,1.0054281931905686,0.9712756285811304
CHL,2012,2013,2012-2013,0.9537717355712424,0.9819784492735001,0.9712756285811304
COL,2012,2013,2012-2013,0.9960165659925563,1.0254726224805704,0.9712756285811305
CRI,2012,2013,2012-2013,0.9764060226802699,1.0052821196663138,0.9712756285811303
DOM,2012,2013,2012-2013,1.0041235085639413,1.0338193186529308,0.9712756285811305
MEX,2012,2013,2012-2013,0.9730006725257041,1.0017760601561616,0.9712756285811304
PER,2012,2013,2012-2013,0.9585708941940824,0.9869195375512433,0.9712756285811304
URY,2012,2013,2012-2013,0.9777859543754375,1.0067028612710252,0.9712756285811304
ARG,2013,2014,2013-2014,0.9473742102737656,1.0,0.9473742102737656
BRA,2013,2014,2013-2014,0.9616256691874624,1.0276154434883078,0.9357835903313804
CHL,2013,2014,2013-2014,0.953158409906239,1.0185671342758915,0.9357835903313804
COL,2013,2014,2013-2014,0.986587879916239,1.054290639534369,0.9357835903313804
CRI,2013,2014,2013-2014,0.987347433149343,1.055102315696413,0.9357835903313805
DOM,2013,2014,2013-2014,1.0210377831731041,1.0911046033747325,0.9357835903313805
MEX,2013,2014,2013-2014,0.9899338650582137,1.0578662366879692,0.9357835903313804
PER,2013,2014,2013-2014,0.9419682402433075,1.0066090600175377,0.9357835903313805
URY,2013,2014,2013-2014,0.9694028682592054,1.0359263383918922,0.9357835903313805
ARG,2014,2015,2014-2015,0.9953857064702047,1.0,0.9953857064702047
BRA,2014,2015,2014-2015,0.9379605650988914,0.9510112650188052,0.9862770290952803
CHL,2014,2015,2014-2015,0.9631848735291464,0.9765865422341666,0.9862770290952804
COL,2014,2015,2014-2015,0.97497153701743,0.9885372043104146,0.9862770290952805
CRI,2014,2015,2014-2015,0.989575674423725,1.0033445423863012,0.9862770290952806
DOM,2014,2015,2014-2015,1.007624312809205,1.021644307921788,0.9862770290952806
MEX,2014,2015,2014-2015,0.9911390158271994,1.0049296359830857,0.9862770290952805
PER,2014,2015,2014-2015,0.967746818072615,0.9812119612684651,0.9862770290952803
URY,2014,2015,2014-2015,0.9577495141897084,0.9710755557880724,0.9862770290952806
ARG,2015,2016,2015-2016,0.9530995924837564,1.0,0.9530995924837564
BRA,2015,2016,2015-2016,0.9511283348745335,1.0028074786146801,0.9484655381593899
CHL,2015,2016,2015-2016,0.9674272390314264,1.0199919766287284,0.9484655381593895
COL,2015,2016,2015-2016,0.9746104900830682,1.0275655264970573,0.9484655381593898
CRI,2015,2016,2015-2016,0.9937404399042099,1.0477348938082467,0.9484655381593898
DOM,2015,2016,2015-2016,0.9994666802260571,1.0537722669034884,0.9484655381593897
MEX,2015,2016,2015-2016,0.9845841492023885,1.0380811000398509,0.9484655381593897
PER,2015,2016,2015-2016,0.9856147436904776,1.0391676914304977,0.9484655381593897
URY,2015,2016,2015-2016,0.9762656773195652,1.0293106476110085,0.9484655381593897
ARG,2016,2017,2016-2017,0.9965363856759413,1.0,0.9965363856759413
BRA,2016,2017,2016-2017,0.9990995171605973,1.0114239293783847,0.9878147907521213
CHL,2016,2017,2016-2017,0.9712686735921009,0.9832497778784801,0.9878147907521216
COL,2016,2017,2016-2017,0.9701531119894715,0.982120455243232,0.9878147907521215
CRI,2016,2017,2016-2017,0.997573954110353,1.009879547714406,0.9878147907521214
DOM,2016,2017,2016-2017,0.9830819383612351,0.9952087654131168,0.9878147907521215
MEX,2016,2017,2016-2017,0.9885713174890318,1.0007658588877115,0.9878147907521214
PER,2016,2017,2016-2017,0.9758560139698033,0.98789370548581,0.9878147907521214
URY,2016,2017,2016-2017,0.979411273920407,0.9914928214171445,0.9878147907521214
ARG,2017,2018,2017-2018,0.9479027905706043,1.0,0.9479027905706043
BRA,2017,2018,2017-2018,1.0012593938131562,1.060935520065911,0.9437514107840905
CHL,2017,2018,2017-2018,0.9946671250202244,1.0539503450318892,0.9437514107840904
COL,2017,2018,2017-2018,0.9846279948090233,1.0433128719680234,0.9437514107840905
CRI,2017,2018,2017-2018,0.9851875703229445,1.043905798778545,0.9437514107840903
DOM,2017,2018,2017-2018,1.0064216971529492,1.066405502182816,0.9437514107840905
MEX,2017,2018,2017-2018,0.99136206459872,1.050448299489241,0.9437514107840905
PER,2017,2018,2017-2018,0.9899340029660983,1.048935123862372,0.9437514107840905
URY,2017,2018,2017-2018,0.975788605915103,1.0339466460817213,0.9437514107840903
ARG,2018,2019,2018-2019,0.9542468773172282,1.0,0.9542468773172282
BRA,2018,2019,2018-2019,0.9942043307168056,1.0314324284243532,0.9639064114317034
CHL,2018,2019,2018-2019,0.9626223006741181,0.9986678055645695,0.9639064114317033
COL,2018,2019,2018-2019,0.9922212142137827,1.0293750538914075,0.9639064114317033
CRI,2018,2019,2018-2019,0.9936202187626496,1.0308264443296025,0.9639064114317033
DOM,2018,2019,2018-2019,0.986629860552399,1.0235743313367365,0.9639064114317034
MEX,2018,2019,2018-2019,0.973646112575627,1.0101044053949773,0.9639064114317034
PER,2018,2019,2018-2019,0.9754083511674775,1.0119326312174748,0.9639064114317034
URY,2018,2019,2018-2019,0.9872904081503904,1.0242596132169661,0.9639064114317034
ARG,2019,2020,2019-2020,0.9395406701513546,1.0,0.9395406701513546
BRA,2019,2020,2019-2020,0.9522550254238572,1.0640306727191753,0.8949507282438854
CHL,2019,2020,2019-2020,0.9071835011804651,1.0105261956893752,0.8977337797379806
COL,2019,2020,2019-2020,0.9134628658640636,1.020685091408891,0.8949507282438852
CRI,2019,2020,2019-2020,0.9191824074556096,1.0115620011389197,0.9086762911425106
DOM,2019,2020,2019-2020,0.8788785620957698,0.982041283792625,0.8949507282438852
MEX,2019,2020,2019-2020,0.9154054414765109,1.003506417097428,0.912206863733126
PER,2019,2020,2019-2020,0.8658292675276182,0.9674602636802023,0.8949507282438852
URY,2019,2020,2019-2020,0.9198637292525152,1.013856927529481,0.9072914572808571
ARG,2020,2021,2020-2021,1.0260674031612502,1.0,1.0260674031612502
BRA,2020,2021,2020-2021,1.0240095033973275,0.9518818697677077,1.0757737235264513
CHL,2020,2021,2020-2021,1.0682832816831085,0.999701641278145,1.068602108442355
COL,2020,2021,2020-2021,1.0800599390594314,1.0039843095618008,1.0757737235264508
CRI,2020,2021,2020-2021,1.0483601854217113,1.0,1.0483601854217113
DOM,2020,2021,2020-2021,1.0697035572254496,0.9943573948979687,1.0757737235264513
MEX,2020,2021,2020-2021,1.0509192506176261,0.9823599556307703,1.0697904007526795
PER,2020,2021,2020-2021,1.0781244556326903,1.0021851547912262,1.0757737235264513
URY,2020,2021,2020-2021,1.0162060511125262,0.9561447618551533,1.062816104478614
ARG,2021,2022,2021-2022,1.0143103085934146,1.0,1.0143103085934146
BRA,2021,2022,2021-2022,1.0078000092465187,0.9811988111917003,1.0271109154958211
CHL,2021,2022,2021-2022,0.9804452148950241,0.9545660552363328,1.027110915495821
COL,2021,2022,2021-2022,1.0395287868794818,1.0120900977648226,1.027110915495821
CRI,2021,2022,2021-2022,1.0189624864618267,0.9943554498490713,1.0247467207189245
DOM,2021,2022,2021-2022,0.9888350336465798,0.9627344220845283,1.0271109154958207
MEX,2021,2022,2021-2022,1.0181824818777365,0.991307235193996,1.0271109154958211
PER,2021,2022,2021-2022,0.9816444580721697,0.955733644012825,1.027110915495821
URY,2021,2022,2021-2022,1.0066344849354074,0.9800640512611737,1.0271109154958211
ARG,2022,2023,2022-2023,0.9502831270101956,1.0,0.9502831270101956
BRA,2022,2023,2022-2023,1.0136413845096544,1.0607707609499353,0.955570630172653
CHL,2022,2023,2022-2023,0.9690150767968692,0.9901985785251348,0.9786068146453838
COL,2022,2023,2022-2023,0.9876445919696372,1.0335652444562773,0.9555706301726531
CRI,2022,2023,2022-2023,0.9889523942650836,1.0056765919589272,0.9833702028787733
DOM,2022,2023,2022-2023,0.9644794319963638,1.0093230176215242,0.9555706301726531
MEX,2022,2023,2022-2023,1.0048557067146984,1.051576592023491,0.9555706301726532
PER,2022,2023,2022-2023,0.959696787745398,1.0043180037586539,0.9555706301726532
URY,2022,2023,2022-2023,0.9783880347594764,1.020616261576013,0.9586247756318044
ARG,2023,2024,2023-2024,0.9787413556943247,1.0,0.9787413556943247
BRA,2023,2024,2023-2024,1.0120375851698793,1.0381108682911644,0.9748839127710854
CHL,2023,2024,2023-2024,0.993117907611295,0.999059854981458,0.9940524610807495
COL,2023,2024,2023-2024,0.9955418977415113,1.0211901998789845,0.9748839127710854
CRI,2023,2024,2023-2024,0.9799604264801842,1.0,0.9799604264801842
DOM,2023,2024,2023-2024,0.9935272905891609,1.0191236900864247,0.9748839127710855
MEX,2023,2024,2023-2024,0.9857557731128221,1.0111519537857938,0.9748839127710851
PER,2023,2024,2023-2024,0.9942527513479219,1.0198678410045572,0.9748839127710854
URY,2023,2024,2023-2024,1.0050935641401506,1.0253002871256995,0.9802918976622975
