Country,Year_t,Year_t1,Period,TFP_Change,Efficiency_Change,Technical_Change
PER,1996,1997,1996-1997,0.9152235852933229,0.9566512329938615,0.9566951400136811
URY,1996,1997,1996-1997,,,
ARG,1997,1998,1997-1998,0.9766049949393029,1.0,0.9766049949393029
BRA,1997,1998,1997-1998,0.9756256086148152,1.000000000000067,0.9756256086147498
CHL,1997,1998,1997-1998,0.9222494274326025,0.9970503424401542,0.9249777951788413
COL,1997,1998,1997-1998,0.9933335945927276,0.9967592228193629,0.9965632339804734
CRI,1997,1998,1997-1998,,,
DOM,1997,1998,1997-1998,,,
MEX,1997,1998,1997-1998,1.0477186769458082,1.0706072062761733,0.9786209833109784
PER,1997,1998,1997-1998,0.8780524540721711,0.957427952163466,0.9170950692300838
URY,1997,1998,1997-1998,,,
ARG,1998,1999,1998-1999,0.9314806789915069,1.0,0.9314806789915069
BRA,1998,1999,1998-1999,0.9830752744875427,0.9999999999999996,0.9830752744875432
CHL,1998,1999,1998-1999,0.9165390320921025,1.018067091617178,0.9002737045907258
COL,1998,1999,1998-1999,0.948535584804166,0.9803976151537811,0.9675009099806742
CRI,1998,1999,1998-1999,,,
DOM,1998,1999,1998-1999,,,
MEX,1998,1999,1998-1999,1.003953138260197,1.0001348344431176,1.0038177890476192
PER,1998,1999,1998-1999,0.9264631054679713,1.0283262262322281,0.9009427960060089
URY,1998,1999,1998-1999,,,
ARG,1999,2000,1999-2000,0.9644526909333203,1.0,0.9644526909333203
BRA,1999,2000,1999-2000,1.020022906718165,0.9999999999999982,1.0200229067181668
CHL,1999,2000,1999-2000,0.9629171629762309,1.0365807009776404,0.928936031770672
COL,1999,2000,1999-2000,0.9678635290724958,0.9766876051030879,0.9909653035581826
CRI,1999,2000,1999-2000,,,
DOM,1999,2000,1999-2000,,,
MEX,1999,2000,1999-2000,1.0232667132461053,1.0000000000000002,1.023266713246105
PER,1999,2000,1999-2000,0.9539137414284174,1.0331085364556971,0.9233431994483614
URY,1999,2000,1999-2000,,,
ARG,2000,2001,2000-2001,0.9414931821728656,1.0,0.9414931821728656
BRA,2000,2001,2000-2001,0.9912951647021148,1.000000000000002,0.9912951647021128
CHL,2000,2001,2000-2001,0.9528538222254328,1.0252541449805987,0.9293830479890076
COL,2000,2001,2000-2001,0.7664568448500148,0.812249462718952,0.9436224707177405
CRI,2000,2001,2000-2001,,,
DOM,2000,2001,2000-2001,,,
MEX,2000,2001,2000-2001,0.9759473632273754,0.9999999999999971,0.9759473632273782
PER,2000,2001,2000-2001,0.9501851389125319,1.0284066727145702,0.9239391031997433
URY,2000,2001,2000-2001,,,
ARG,2001,2002,2001-2002,0.8927733678766839,0.9999999999999996,0.8927733678766844
BRA,2001,2002,2001-2002,1.00900370126859,1.0000000000000002,1.0090037012685897
CHL,2001,2002,2001-2002,0.9585761939876056,1.000000000000008,0.958576193987598
COL,2001,2002,2001-2002,1.0175515063753582,1.126183964037629,0.903539331822131
CRI,2001,2002,2001-2002,,,
DOM,2001,2002,2001-2002,,,
MEX,2001,2002,2001-2002,0.973481770372711,1.0000000000000024,0.9734817703727087
PER,2001,2002,2001-2002,0.9995542115971995,1.039251468450171,0.9618020680671524
URY,2001,2002,2001-2002,,,
ARG,2002,2003,2002-2003,1.0156568489700868,1.0000000000000004,1.0156568489700863
BRA,2002,2003,2002-2003,0.9956336903162022,0.9999999999999423,0.9956336903162597
CHL,2002,2003,2002-2003,0.972927238660639,1.0,0.972927238660639
COL,2002,2003,2002-2003,1.0254591393914732,0.9790724030769726,1.0473782492170334
CRI,2002,2003,2002-2003,,,
DOM,2002,2003,2002-2003,0.9025170166584392,0.9552704659428741,0.9447764259807132
MEX,2002,2003,2002-2003,0.9893377825698816,1.0000000000000007,0.9893377825698809
PER,2002,2003,2002-2003,0.9868096056156836,1.0000000000000084,0.9868096056156753
URY,2002,2003,2002-2003,,,
ARG,2003,2004,2003-2004,1.0537400777047556,1.0,1.0537400777047556
BRA,2003,2004,2003-2004,1.0325770121676938,1.0000000000000575,1.0325770121676345
CHL,2003,2004,2003-2004,0.9803885767306374,0.9570567262748537,1.0243787539601734
COL,2003,2004,2003-2004,1.03238074605656,0.9965715978831724,1.0359323386793784
CRI,2003,2004,2003-2004,,,
DOM,2003,2004,2003-2004,0.9441579524871894,0.9642830700973898,0.9791294504339189
MEX,2003,2004,2003-2004,1.011401689834049,0.9999999999999993,1.0114016898340497
PER,2003,2004,2003-2004,0.9923313466970282,0.9999999999999971,0.992331346697031
URY,2003,2004,2003-2004,,,
ARG,2004,2005,2004-2005,1.0484284167362237,0.9999999999999998,1.048428416736224
BRA,2004,2005,2004-2005,1.014564894761069,0.9999999999999618,1.014564894761108
CHL,2004,2005,2004-2005,0.9541635994042347,0.93604394610027,1.0193576950948238
COL,2004,2005,2004-2005,1.0191571522932381,0.9942525970775006,1.0250485191478924
CRI,2004,2005,2004-2005,,,
DOM,2004,2005,2004-2005,0.9951315319548346,1.0187910700839489,0.9767768497154528
MEX,2004,2005,2004-2005,0.9947653234073819,0.9999999999999796,0.9947653234074022
PER,2004,2005,2004-2005,0.9969145934746417,0.9998792822900722,0.9970349532509162
URY,2004,2005,2004-2005,,,
ARG,2005,2006,2005-2006,1.0359038199489128,0.9999999999999982,1.0359038199489146
BRA,2005,2006,2005-2006,1.0220287403510255,1.0000000000000384,1.0220287403509862
CHL,2005,2006,2005-2006,0.960549498619558,0.9503056124997444,1.0107795702614735
COL,2005,2006,2005-2006,1.0246295045458826,1.0123375339904146,1.0121421661676573
CRI,2005,2006,2005-2006,,,
DOM,2005,2006,2005-2006,0.9710522592704172,0.9714553616717962,0.9995850530891246
MEX,2005,2006,2005-2006,1.0211096732678049,1.000000000000021,1.0211096732677833
PER,2005,2006,2005-2006,0.993236330850749,0.9852112062367181,1.0081455880355696
URY,2005,2006,2005-2006,,,
ARG,2006,2007,2006-2007,1.042933854776189,1.000000000000002,1.042933854776187
BRA,2006,2007,2006-2007,1.0398813609277562,0.9999999999999998,1.0398813609277564
CHL,2006,2007,2006-2007,0.9516402936581171,0.9471402533965603,1.0047511867914167
COL,2006,2007,2006-2007,1.0107751962460838,1.004527978791431,1.0062190576933148
CRI,2006,2007,2006-2007,,,
DOM,2006,2007,2006-2007,0.9508720245120154,0.9588253103961002,0.9917051773687542
MEX,2006,2007,2006-2007,1.0014237062039972,0.9999999999999951,1.0014237062040021
PER,2006,2007,2006-2007,0.9842380792433917,0.9827228289173677,1.0015418898202388
URY,2006,2007,2006-2007,,,
ARG,2007,2008,2007-2008,0.996341289737871,0.9999999999999989,0.9963412897378721
BRA,2007,2008,2007-2008,1.0270522763731864,1.0000000000000002,1.0270522763731862
CHL,2007,2008,2007-2008,0.9287474103014012,0.9665882561331413,0.960851121879834
COL,2007,2008,2007-2008,0.9858626229336555,1.026118513335568,0.9607687709765084
CRI,2007,2008,2007-2008,,,
DOM,2007,2008,2007-2008,0.921853511727995,0.9585982497272876,0.9616682609114443
MEX,2007,2008,2007-2008,0.9936789879719763,1.0000000000000044,0.9936789879719718
PER,2007,2008,2007-2008,0.9664378022395947,1.0056041624534957,0.9610519112029707
URY,2007,2008,2007-2008,,,
ARG,2008,2009,2008-2009,0.9182270364499269,1.000000000000001,0.9182270364499259
BRA,2008,2009,2008-2009,0.9784912483188467,0.9999999999999993,0.9784912483188474
CHL,2008,2009,2008-2009,0.9136846113860326,1.0058152167518524,0.9084020565294852
COL,2008,2009,2008-2009,0.965829068128159,1.0679008424965277,0.9044183033606882
CRI,2008,2009,2008-2009,,,
DOM,2008,2009,2008-2009,0.9399284766658407,0.9861959541441219,0.9530849043905937
MEX,2008,2009,2008-2009,0.9274582944063297,0.9999999999999993,0.9274582944063303
PER,2008,2009,2008-2009,0.9177577449979523,0.9986413552309815,0.9190063481655822
URY,2008,2009,2008-2009,,,
ARG,2009,2010,2009-2010,1.0644570954821846,0.9999999999999991,1.0644570954821855
BRA,2009,2010,2009-2010,1.0483067443138518,1.0000000000000007,1.0483067443138512
CHL,2009,2010,2009-2010,0.9749567903309222,0.9458374203389984,1.030786866078408
COL,2009,2010,2009-2010,0.9957671828294147,0.9644043727081701,1.0325203939434386
CRI,2009,2010,2009-2010,,,
DOM,2009,2010,2009-2010,0.998332588857363,0.9881128203577764,1.0103427142012855
MEX,2009,2010,2009-2010,1.0358410975197037,0.980776484250502,1.0561438963448246
PER,2009,2010,2009-2010,0.9690978535238584,0.9444863620996451,1.0260580696681534
URY,2009,2010,2009-2010,,,
ARG,2010,2011,2010-2011,1.016285476897563,1.0000000000000004,1.0162854768975627
BRA,2010,2011,2010-2011,1.0133755370134756,0.9999999999999998,1.0133755370134758
CHL,2010,2011,2010-2011,0.9704334109588698,0.9867699116632687,0.9834444681467207
COL,2010,2011,2010-2011,1.0120990337164342,1.0286546865869322,0.9839055291475612
CRI,2010,2011,2010-2011,,,
DOM,2010,2011,2010-2011,0.9619012611601856,0.9844077193870843,0.977137056339916
MEX,2010,2011,2010-2011,1.026124514207176,1.0071518130769506,1.0188379754510513
PER,2010,2011,2010-2011,0.9524869390026024,0.9698356221809872,0.982111728233522
URY,2010,2011,2010-2011,,,
ARG,2011,2012,2011-2012,0.9591048718777181,1.0000000000000004,0.9591048718777176
BRA,2011,2012,2011-2012,0.9952308144797818,1.0000000000000002,0.9952308144797816
CHL,2011,2012,2011-2012,0.966598697486747,1.0332636993266173,0.9354811343093576
COL,2011,2012,2011-2012,0.9855245621233536,1.0539790333111165,0.935051391892768
CRI,2011,2012,2011-2012,,,
DOM,2011,2012,2011-2012,0.9665458321070273,1.025423378487127,0.9425822078808409
MEX,2011,2012,2011-2012,1.009146534398531,1.0029187002364852,1.0062097098803495
PER,2011,2012,2011-2012,0.9462424308242713,1.0100268637210752,0.9368487758218494
URY,2011,2012,2011-2012,,,
ARG,2012,2013,2012-2013,0.9935938698979151,0.9999999999999998,0.9935938698979153
BRA,2012,2013,2012-2013,1.0055836322577423,1.0,1.0055836322577423
CHL,2012,2013,2012-2013,0.9506106049257654,0.9806149452320765,0.9694025259841312
COL,2012,2013,2012-2013,0.9941402783843255,1.0252599063147763,0.9696470838869453
CRI,2012,2013,2012-2013,,,
DOM,2012,2013,2012-2013,0.9963477337814854,1.0330339345700597,0.9644869354617642
MEX,2012,2013,2012-2013,0.9964592719563284,0.9927794992014217,1.0037065357996078
PER,2012,2013,2012-2013,0.9524012135303168,0.9833352927920994,0.9685416769961059
URY,2012,2013,2012-2013,,,
ARG,2013,2014,2013-2014,0.9515464953628877,1.0,0.9515464953628877
BRA,2013,2014,2013-2014,0.9849639074919602,0.9999999999999996,0.9849639074919606
CHL,2013,2014,2013-2014,0.9509424868122788,1.013998479177193,0.9378145099230515
COL,2013,2014,2013-2014,0.98487184779729,1.0513188077946696,0.9367965649385042
CRI,2013,2014,2013-2014,,,
DOM,2013,2014,2013-2014,1.0136166517562242,1.0544727517075505,0.9612544753905055
MEX,2013,2014,2013-2014,1.0159562609163721,1.016755398860893,0.9992140312749592
PER,2013,2014,2013-2014,0.9377224386326519,0.9959306571757869,0.941553944419987
URY,2013,2014,2013-2014,,,
ARG,2014,2015,2014-2015,1.0017367772287205,1.0,1.0017367772287205
BRA,2014,2015,2014-2015,0.9526046626978999,1.0,0.9526046626978999
CHL,2014,2015,2014-2015,0.9614892929347982,0.9758776304537138,0.9852560023204692
COL,2014,2015,2014-2015,0.9736017857886873,0.98806574717149,0.9853613371132354
CRI,2014,2015,2014-2015,,,
DOM,2014,2015,2014-2015,0.9999351055862504,1.0174542974585958,0.9827813476083349
MEX,2014,2015,2014-2015,1.0052221726248143,1.0000000000000007,1.0052221726248136
PER,2014,2015,2014-2015,0.9649179610967538,0.9797409295181282,0.9848705224261021
URY,2014,2015,2014-2015,,,
ARG,2015,2016,2015-2016,0.9590780707562084,1.0000000000000002,0.9590780707562082
BRA,2015,2016,2015-2016,0.9600290766091454,1.0000000000000002,0.9600290766091452
CHL,2015,2016,2015-2016,0.9662233689521833,1.0161349845653505,0.9508809199847432
COL,2015,2016,2015-2016,0.9736462471154493,1.025027244146697,0.94987353036258
CRI,2015,2016,2015-2016,,,
DOM,2015,2016,2015-2016,0.992756779628876,1.0183633211389571,0.9748552005177855
MEX,2015,2016,2015-2016,0.9990929456391228,1.0,0.9990929456391228
PER,2015,2016,2015-2016,0.9836779381640414,1.0304438593980327,0.9546157504773611
URY,2015,2016,2015-2016,,,
ARG,2016,2017,2016-2017,1.0028320524140595,1.0,1.0028320524140595
BRA,2016,2017,2016-2017,1.0043444646925104,0.9999999999999993,1.004344464692511
CHL,2016,2017,2016-2017,0.9704788040882126,0.9824972032772397,0.9877674978117615
COL,2016,2017,2016-2017,0.9694499052598518,0.9816043882552477,0.9876177377150892
CRI,2016,2017,2016-2017,,,
DOM,2016,2017,2016-2017,0.9788891627371396,0.9875848168227376,0.9911950306065116
MEX,2016,2017,2016-2017,1.0034238868194112,0.9999999999999998,1.0034238868194114
PER,2016,2017,2016-2017,0.9744925136323328,0.9860119098875276,0.988317183454195
URY,2016,2017,2016-2017,,,
ARG,2017,2018,2017-2018,0.953947213673865,1.0,0.953947213673865
BRA,2017,2018,2017-2018,1.005008760353248,1.0000000000000007,1.0050087603532474
CHL,2017,2018,2017-2018,0.9940707506362839,1.0503802459851905,0.9463913229859994
COL,2017,2018,2017-2018,0.9841571128833211,1.041035388887652,0.9453637440076793
CRI,2017,2018,2017-2018,,,
DOM,2017,2018,2017-2018,1.0031269449818097,1.0347438715910493,0.9694446833875665
MEX,2017,2018,2017-2018,0.998527416772574,0.9999999999999998,0.9985274167725742
PER,2017,2018,2017-2018,0.9889691741906604,1.040887075654202,0.9501214851467813
URY,2017,2018,2017-2018,,,
ARG,2018,2019,2018-2019,0.9571472199526146,1.0,0.9571472199526146
BRA,2018,2019,2018-2019,0.9975895641129388,1.0000000000000002,0.9975895641129385
CHL,2018,2019,2018-2019,0.9623782127834054,0.9962598786812068,0.9659911368280212
COL,2018,2019,2018-2019,0.9920272793097102,1.0277665041180197,0.9652263187551737
CRI,2018,2019,2018-2019,,,
DOM,2018,2019,2018-2019,0.9853326823003861,1.0025711042485799,0.9828057861680405
MEX,2018,2019,2018-2019,0.9760861099665714,0.9999999999999984,0.976086109966573
PER,2018,2019,2018-2019,0.9750247834701815,1.0064196987597058,0.9688053449984982
URY,2018,2019,2018-2019,,,
ARG,2019,2020,2019-2020,0.9380368504987601,1.0,0.9380368504987601
BRA,2019,2020,2019-2020,0.9769173989548521,1.0,0.9769173989548521
CHL,2019,2020,2019-2020,0.9100657792327622,1.0137370541329307,0.8977335646581049
COL,2019,2020,2019-2020,0.9134908964376689,1.0186512863860424,0.8967650742174389
CRI,2019,2020,2019-2020,,,
DOM,2019,2020,2019-2020,0.8791911175225977,0.9559286756413117,0.9197245986294611
MEX,2019,2020,2019-2020,0.945620587307878,1.000000000000002,0.9456205873078761
PER,2019,2020,2019-2020,0.8659065694611974,0.9604614506608519,0.901552653534824
URY,2019,2020,2019-2020,,,
ARG,2020,2021,2020-2021,1.0292127416593104,1.0,1.0292127416593104
BRA,2020,2021,2020-2021,1.0241031842314872,0.9999999999999998,1.0241031842314874
CHL,2020,2021,2020-2021,1.0689598494770305,0.9953740405738187,1.0739277958874542
COL,2020,2021,2020-2021,1.0801538225057166,1.0052208087811012,1.0745438346182634
CRI,2020,2021,2020-2021,,,
DOM,2020,2021,2020-2021,1.0706103633799886,1.011048692625038,1.058910783614494
MEX,2020,2021,2020-2021,1.0215316009526405,1.0,1.0215316009526405
PER,2020,2021,2020-2021,1.0784219773729524,1.0067166380923773,1.0712269337441858
URY,2020,2021,2020-2021,,,
ARG,2021,2022,2021-2022,1.0206553502462543,1.0,1.0206553502462543
BRA,2021,2022,2021-2022,1.000119135392531,0.9999999999999933,1.0001191353925376
CHL,2021,2022,2021-2022,0.9804401886037099,0.9552183796807117,1.0264042332722165
COL,2021,2022,2021-2022,1.0395250251026722,1.012578293203951,1.0266119983803499
CRI,2021,2022,2021-2022,,,
DOM,2021,2022,2021-2022,0.9888076226128498,0.9686327677432861,1.0208281771393786
MEX,2021,2022,2021-2022,0.9872799886606666,0.9999999999999998,0.9872799886606668
PER,2021,2022,2021-2022,0.9816362453581152,0.9573146984198456,1.0254060101431797
URY,2021,2022,2021-2022,,,
ARG,2022,2023,2022-2023,0.9578331126860871,0.9999999999999989,0.9578331126860882
BRA,2022,2023,2022-2023,1.0199670952188102,1.0000000000000067,1.0199670952188034
CHL,2022,2023,2022-2023,0.9684637781253648,1.009102648708826,0.9597277138897022
COL,2022,2023,2022-2023,0.987746519037759,1.0303323690351942,0.958667851969639
CRI,2022,2023,2022-2023,,,
DOM,2022,2023,2022-2023,0.9655350359820835,0.9735380155288292,0.9917794894302113
MEX,2022,2023,2022-2023,1.0133442193103892,0.999999999999998,1.0133442193103912
PER,2022,2023,2022-2023,0.9599890188946703,0.9942259717364934,0.9655642139562843
URY,2022,2023,2022-2023,,,
ARG,2023,2024,2023-2024,0.9790776500556598,0.999999999999998,0.9790776500556618
BRA,2023,2024,2023-2024,1.0169338210448935,1.0,1.0169338210448935
CHL,2023,2024,2023-2024,0.9935230488731155,1.0166673542338223,0.9772351248770561
COL,2023,2024,2023-2024,0.9958532642474446,1.0196186584643263,0.976691879832137
CRI,2023,2024,2023-2024,,,
DOM,2023,2024,2023-2024,0.9964047108069564,1.0003626512473958,0.996043494391255
MEX,2023,2024,2023-2024,1.0020022218720686,1.0000000000000022,1.0020022218720663
PER,2023,2024,2023-2024,0.9951451167356585,1.0145985749084538,0.9808264483571243
URY,2023,2024,2023-2024,,,
