Country,Year,GDP,GFCF,POP,GDP_PC,TRADE,FDI,GOV_CONS,URBAN,RULE_OF_LAW,BROADBAND,MOBILE,INTERNET,CO2,RENEWABLES,ENERGY_USE,PM25,SERVICES_VA,INDUSTRY_VA,CAPITAL,LABOR,HC_index,AI_PUBS,EFFECTIVE_LABOR,REGION,LN_TFP_SOLOW,AI_PUBS_PM,LN_AI
BOL,2014,31471565408.6312,6717016603.76413,10848888.0,2900.90241586338,85.2644695625131,1.98982485629696,14.7070466402409,68.037425413,-1.05833506584167,1.59263,96.3264,34.6016,19.463,15.0,757.580156073069,26.2919232240248,41.4653506578459,27.6254998805738,50093653714.05089,5082334.0,2.82598876953125,,14362618.807006836,LATAM,4.83725357451147,,
BOL,2015,33000198248.9146,7052492040.52098,11014705.0,2996.01289811344,67.9328451905248,1.68072787961335,17.4952582258727,68.3958051297665,-1.16211700439453,1.64281,92.266,37.4868,19.9523,14.2,748.898977219603,27.1504403241606,45.97640028474,25.2024162838659,54641463068.86932,4898788.0,2.85346055030823,,13978498.302323354,LATAM,4.871888749581794,,
BOL,2016,34407300587.1524,7293345003.48168,11180020.0,3077.57057564766,56.4010345026573,0.988080149462259,17.4582521973373,68.7446327876947,-1.23873949050903,2.57235,90.3953,39.6975,21.3607,13.6,779.010093756017,28.6713882052018,49.8023324477813,25.3263589797711,59202734918.90754,4851473.0,2.88119912147522,2.0,13978059.74546075,LATAM,4.8856031804575295,0.17889055654641045,0.164573789889774
BOL,2017,35850757840.6068,8151861191.7661,11344587.0,3160.16421228968,45.5761123650708,1.55130384811576,15.1955405478657,69.0838016274736,-1.24510812759399,3.34958,96.6384,43.8323,21.7833,14.3,800.932396505253,27.7238355089629,51.5106326361384,30.1846229804293,64394459364.72826,5038909.0,2.90920758247376,3.0,14659232.270195272,LATAM,4.8663502672786745,0.26444329793583493,0.23463194463242562
BOL,2018,36878987707.3734,8509563007.6485,11508368.0,3204.53670819124,46.9261953417368,0.624547731622922,16.0782526056378,69.4133879813999,-1.21190083026886,4.38026,99.4566,44.2861,21.9655,14.3,803.167323356965,26.4642569469127,52.3312287295658,30.385489117214,69684299404.14035,5365984.0,2.93748831748962,5.0,15762515.31183622,LATAM,4.819829082645279,0.4344664682255555,0.360792980931191
BOL,2019,37434651169.5829,8900456332.53374,11671386.0,3207.3869521223,45.8209732749024,-0.44160551411852,16.115250287981,69.7334986708387,-1.18941926956177,6.39917,100.149,47.4748,21.9997,13.5,795.587766798846,28.9239915164101,53.345193618041,30.4627271604529,75100540766.46707,5622105.0,2.96604371070862,3.0,16675409.176193485,LATAM,4.771990158532434,0.2570388812434102,0.228758860906511
BOL,2020,32673162315.3388,5318612175.28535,11816299.0,2765.0927177231,37.5164342446486,-2.66931283946252,18.606656345504,70.0442635528254,-1.21863114833832,7.88672,99.8988,59.9401,18.5659,16.9,657.789938372448,31.3573420977687,55.7778796225764,27.2757447830119,76664125903.42906,5437862.0,2.99487709999084,5.0,16285728.376710389,LATAM,4.644105133226878,0.4231443364796371,0.35286874508103006
BOL,2021,35949969735.497,6370628388.4377,11937360.0,3011.55110807557,47.6670843158984,1.21888494970059,16.9868563354909,70.3450412826165,-1.17760181427002,9.44574,100.809,65.9774,21.8696,12.8,757.897180576978,28.1172356323428,52.5597373914027,30.8437936181153,79201547996.6953,6149056.0,3.02450704574585,8.0,18597863.196685795,LATAM,4.641990278296726,0.6701649275886796,0.5129223805874488
BOL,2022,37297165304.9227,6626840558.66727,12077154.0,3088.24126155241,57.5249335789631,0.0122391923945909,16.3831026050567,70.6352598708131,-1.30140423774719,10.9975,101.572,67.3612,23.3823,,799.661765658889,30.5651114620926,52.8583667608579,32.0192722610323,81868311155.5278,6409114.0,3.05485272407532,8.0,19578899.361809272,LATAM,4.633774984680926,0.662407716255005,0.5082669829876436
BOL,2023,38235698454.9001,6824095914.39533,12244159.0,3122.77049447823,49.6083255594597,0.458812480265399,16.8530546961722,70.9151414044538,-1.21933794021606,,,70.2368,24.4241,,847.306714580511,28.1374394437756,53.7978016916653,29.7722060416097,84598991512.14673,6580994.0,3.08593535423279,16.0,20308522.050593864,LATAM,4.623361311820586,1.3067455265812866,0.8358376682013353
BRA,2008,1585904997750.07,296770834353.685,190367302.0,8330.76364001877,27.2575694165953,2.99060892561747,18.8393928715842,83.8036050557184,-0.288044780492783,5.26189,79.132,33.83,412.7913,47.0,1317.23578420454,15.4639103946941,56.8048617741342,23.0852937521799,2899539690886.3174,89200229.0,2.38448834419251,,212696906.34980273,LATAM,5.584729569236593,,
BRA,2009,1583909738906.86,290438116325.471,192079951.0,8246.09612122851,22.1059756060711,1.88848240446291,19.6506384028556,84.0698380333651,-0.103854693472385,6.10683,88.1849,39.22,385.5933,48.9,1262.10043812649,15.2806856745396,59.14505921907,21.8785926263801,3045000822667.4727,89786445.0,2.42851853370667,,218048045.75813457,LATAM,5.550187730736171,,
BRA,2010,1703150040806.99,342292709370.151,193701929.0,8792.63334959864,22.7721781132208,3.73001226987179,19.0168578361845,84.343846036308,0.0564144365489483,7.27968,101.667,40.65,439.9219,46.8,1384.36896688389,15.1595867069348,57.6129219702781,23.2679773548596,3235043490904.25,90358827.0,2.47336173057556,,223490064.72149765,LATAM,5.585558010245954,,
BRA,2011,1770840429106.43,365685151995.703,195284734.0,9067.99212019529,23.9344051765103,3.91517954138648,18.6692569362796,84.6225758599683,0.0451417230069637,9.13182,120.008,45.69,463.643,45.2,1390.00783643031,15.0149383266817,57.5681693213714,23.1020509677218,3438976468354.7407,90931209.0,2.5608959197998,,232865362.11056283,LATAM,5.576425967186497,,
BRA,2012,1804861390164.77,368533023762.941,196876111.0,9167.49818450433,25.1142736103322,3.75496210868766,18.530103265812,84.8973874181312,-0.0769327953457832,9.71151,126.132,48.56,497.9036,43.5,1433.15306444735,13.6373535030931,58.7336025082152,22.1336473645034,3635560668699.9443,89317315.0,2.62187433242798,,234178775.6398846,LATAM,5.572343355693555,,
BRA,2013,1859094274383.73,390008184132.424,198478299.0,9366.73824670239,25.7859573281452,3.04150922966082,18.8924789945529,85.1676585442726,-0.0920452028512955,10.7622,136.589,51.04,523.4755,42.3,1487.45745839708,13.1921121600621,59.6787579929242,21.2248099504522,3843790819397.3706,90770602.0,2.68430471420288,,243655954.85963336,LATAM,5.5566684212914765,,
BRA,2014,1868463286696.58,373533970831.149,200085127.0,9338.34170840985,24.685405813292,3.57135261310663,19.1535387106968,85.4331367898168,-0.0529657602310181,11.9791,140.305,54.551,546.4394,41.7,1522.42189026812,13.1579344238856,61.250974009102,20.4724627475115,4025135249258.651,91977782.0,2.74822163581848,,252775330.50699556,LATAM,5.52167700735224,,
BRA,2015,1802211999456.42,321439054845.258,201675532.0,8936.1955889444,26.9536259372369,3.59214973121732,19.7768199561866,85.6935697061881,-0.187332957983017,12.6354,127.836,58.328,517.9408,43.7,1482.02057858653,14.1057649860703,62.3078671737793,19.3600439809564,4145317541640.976,91961930.0,2.81366038322449,,258749639.2058637,LATAM,5.460094256163323,,
BRA,2016,1743173031878.48,282449055268.201,203218114.0,8577.84277969667,24.5336820770756,4.13737853830264,20.3792974269012,85.9487048448108,-0.201301991939545,13.2177,120.101,60.8725,482.7112,45.4,1414.8979311951,13.4895823334815,63.2036958322425,18.3547582770536,4220500719827.1284,90212798.0,2.8806574344635,2019.0,259872167.24245396,LATAM,5.41768167581067,9.935137967081024,2.391981271066149
BRA,2017,1766232928473.27,275225828621.726,204703445.0,8628.25209645723,24.3197343741684,3.33826028420938,20.1619046967128,86.1982897571091,-0.305428564548492,14.1218,108.093,67.4713,494.7579,45.3,1431.95949698072,13.6049599824881,63.3386728622309,18.1885023085758,4284701512457.498,90503629.0,2.94924998283386,2193.0,266917826.27465203,LATAM,5.408151491641924,10.713058590684685,2.4607043382680622
BRA,2018,1797736638146.82,289624978886.943,206107261.0,8722.33529970988,28.876203376153,4.07858861807831,19.8950877838984,86.4420719945072,-0.30234295129776,15.1538,101.602,70.4343,471.0836,46.9,1403.40232453429,13.3316911366538,62.6533503532505,18.7490514527988,4360091415721.566,92076304.0,3.01947546005249,2918.0,278022140.3803329,LATAM,5.393232265775829,14.157676861272734,2.718507127130723
BRA,2019,1819683008336.22,301285475912.595,207455459.0,8771.43950372603,28.8902578697354,3.69267330426814,19.9835812871943,86.6797991084296,-0.224319815635681,15.8622,97.3747,73.9124,468.5794,47.5,1415.83477031974,13.813142449647,63.0678492508986,18.7546275724707,4443372320848.082,94129066.0,3.09137320518494,3333.0,290988072.4614848,LATAM,5.369115929550839,16.06609927772496,2.8370939973789073
BRA,2020,1760056385298.89,296022135253.885,208660842.0,8435.01046209185,32.3020785443492,2.59263784624068,20.1351530146558,86.9112186503004,-0.231919765472412,17.4181,98.6456,81.3427,447.921,50.0,1379.24649914162,13.6658296866126,61.4484446411949,19.5061183897524,4517225840059.5625,86874675.0,3.16498303413391,3808.0,274956872.4708973,LATAM,5.366864121994563,18.249710695598555,2.9574960318207846
BRA,2021,1843880907790.44,334230064783.313,209550294.0,8799.22844579944,37.6563307592575,2.77979074096507,18.5475883604547,87.1360781715439,-0.301417380571365,19.8363,104.825,80.6899,506.2334,46.5,1430.3934661032,13.6869644159129,56.9133841883894,22.123475195366,4625594612839.896,91187695.0,3.22658061981201,3895.0,294224449.4523285,LATAM,5.361069786195312,18.58742321783619,2.974887687717146
BRA,2022,1899505159031.73,337871418527.24,210306415.0,9032.08377657776,38.8160659764321,3.86803201499441,18.4022127200972,87.349556243881,-0.257879137992859,20.9534,101.245,80.5278,479.2664,,1432.72741132919,14.946073685839,58.0872310746862,22.8194568521446,4732186300725.142,97918963.0,3.29099345207214,3273.0,322250666.06669414,LATAM,5.323675401121761,15.563006007210955,2.8071716546585317
BRA,2023,1961080569227.7,327806716034.428,211140729.0,9288.02594608687,33.6662298301284,2.86383330702497,19.0426107944103,87.6159710235763,-0.308802843093872,22.4192,101.02,84.1506,480.235,,1481.22439922518,13.3827173243912,59.1789358564203,22.1441739229749,4823383701723.3125,99281765.0,3.35838437080383,3593.0,333426327.8818187,LATAM,5.326736743950317,17.01708626761443,2.89132054474523
CHL,2008,191225100461.158,49820898789.8474,16838988.0,11356.0922105983,80.6766262406468,10.4571112913238,11.2649291903438,86.8765769429469,1.21035730838776,8.47544,87.871,37.3,71.324,30.8,1801.2828820239,21.8197503569535,54.4485312368393,31.9839914243068,492597444758.94025,6641426.0,2.93931579589844,,19521248.349090595,LATAM,5.642122602142589,,
CHL,2009,189087132632.604,44311906252.381,17009731.0,11116.4093443103,66.6860309631418,7.42256247898025,12.8685277947587,86.9124897308683,1.19409048557281,9.72782,96.7107,41.56,68.2258,31.5,1735.83895157902,21.7372316720536,55.5112499818484,31.8892011542261,512279478773.3742,6592587.0,2.95897746086121,,19507316.341766622,LATAM,5.617631007859414,,
CHL,2010,200151851762.225,49233500296.9704,17181464.0,11649.2897090856,69.7176801370338,6.84144686828522,12.5461769482963,86.9560135592209,1.22541570663452,10.4145,115.545,45.0,72.323,27.0,1795.6817303266,21.5985270517892,53.8127811770917,33.4669030156191,535899005131.67584,7340840.0,2.97877097129822,,21866681.096944824,LATAM,5.584509622905172,,
CHL,2011,212609096429.355,56650992420.0013,17351816.0,12252.8441074615,72.4816428077334,10.4897738058645,12.3111909097858,87.0109164653326,1.26333856582642,11.591,128.605,52.2496,79.0753,28.8,1937.32339633854,23.8820538505398,54.3697640865635,32.4417542348483,565755047295.0934,7710081.0,2.9968798160553,,23106186.129051466,LATAM,5.5900745142025166,,
CHL,2012,225695909224.96,63454776828.14,17519119.0,12882.834417927,68.156142891334,11.9097449981544,12.3259315107792,87.0824943735696,1.28765678405762,12.3655,136.656,55.05,81.3485,30.3,2123.49178972428,21.5652714471192,56.2982132532287,30.5583003272184,600922071758.4786,7882616.0,3.01509833335876,,23766862.3641071,LATAM,5.61037667118126,,
CHL,2013,233163076995.037,64293394414.6439,17687006.0,13182.7329619856,65.1432879523879,7.61396398974862,12.7855842175532,87.1827777654221,1.25513780117035,12.9766,133.778,58.0,85.4109,30.2,2177.50491871487,21.4023310199417,57.2209852364053,29.4304373078105,635169362585.1986,8045054.0,3.03342795372009,,24404091.692787625,LATAM,5.606328927862332,,
CHL,2014,237342873662.271,61687022446.504,17864195.0,13285.9540361192,65.6346281218887,9.83500371419039,13.2263259780646,87.3133701497978,1.34870362281799,13.9369,132.56,61.11,78.7046,27.0,1946.21181666587,21.8087186705955,57.1528758804213,28.9028670653185,665097916902.4426,8159777.0,3.05186891555786,,24902569.784183968,LATAM,5.594838604127679,,
CHL,2015,242450355830.884,61753005219.7252,18047625.0,13433.9202987032,59.3491104775309,7.32780348711267,13.5921177180299,87.4653320342387,1.21972906589508,15.0681,128.584,76.6296,84.3798,25.1,1968.30286182049,22.6210355943474,58.3447093583013,27.8806404106495,693596026277.0457,8302016.0,3.07042193412781,,25490692.023880024,LATAM,5.586272820364984,,
CHL,2016,246700604515.86,60295644485.195,18267221.0,13505.097711133,56.0578610877723,4.55707488153847,14.3426676192841,87.6306290578181,0.96039354801178,15.9005,127.565,83.5586,88.8653,24.6,2070.46958170364,22.4649726847552,58.9826363326027,26.7795650481896,719211869448.3883,8400305.0,3.08908796310425,252.0,25949281.061904445,LATAM,5.579368272018307,13.795201798894315,2.6943029254275763
