Country,Year,GDP,GFCF,POP,GDP_PC,TRADE,FDI,GOV_CONS,URBAN,RULE_OF_LAW,BROADBAND,MOBILE,INTERNET,CO2,RENEWABLES,ENERGY_USE,PM25,SERVICES_VA,INDUSTRY_VA,CAPITAL,LABOR,HC_index,AI_PUBS,EFFECTIVE_LABOR,REGION,LN_TFP_SOLOW,AI_PUBS_PM,LN_AI,MALM_CRS,MALM_EC,MALM_TC,GTFP_ML,ML_EFF,ML_TECH,LN_GDP_PC,LN_AI_L1,RENEW_L1,D_ASIA,D_AFRICA
BGD,2018,239111739541.452,74597518248.3962,163523103.0,1462.25050255713,32.5146317240884,0.75354913412869,5.95916693091491,30.5175656009959,-0.9096266,4.92461851093909,98.9289060885788,25.56509972,105.1823,27.0,261.271156644512,79.2984145312804,50.890160724185,31.9828135899766,587352817976.5135,62754293.4,2.07510161399841,655.0,130221535.51966977,ASIA,4.570498783602588,4.005550212681569,1.6105473393287482,0.9862017818826776,1.0376304437009165,0.9504364370470778,1.0006331893850302,1.0113314366853123,0.9894216209323561,7.2877319680106325,1.3588560910770264,28.1,1.0,0.0
BGD,2019,257958323968.613,79730036553.6332,164913055.0,1564.20802445636,31.5780544912404,0.543244141585063,6.2381894055709,30.8228396343012,-0.9419472,4.90288655437254,100.399571155843,30.38310051,109.3222,26.1,277.950296654643,66.7938254643287,50.8492887427224,32.8525491977868,637715213631.321,64680975.8,2.10179042816162,1113.0,135945855.8205934,ASIA,4.589609987806682,6.7490108651495175,2.0475652049165274,0.993621377039623,1.022652929411398,0.9716115296433127,1.0050347514345916,1.0154504477212942,0.989742782318846,7.355134920224906,1.6105473393287482,27.0,1.0,0.0
BGD,2020,266852772253.895,82876081503.6354,166298024.0,1604.6659234742,26.271447376215,0.407859894856915,5.97120729189186,31.1168927321524,-0.8969166,6.04506220711318,106.002140470412,36.10910034,104.1229,27.2,278.638664578008,72.109680405827,51.5113093348259,32.9115650824449,688705534453.3904,66607658.2,2.12882280349731,1349.0,141795901.6637146,ASIA,4.569200530919764,8.111942448576539,2.2095859101214823,0.9578894217072738,1.037044042921254,0.9236728451850423,1.0015747952926477,1.034277296227546,0.9683813025247887,7.380670866530346,2.0475652049165274,26.1,1.0,0.0
BGD,2021,285368829855.224,89581402225.3307,167658854.0,1702.08028414189,27.7240047036631,0.414118154040593,5.88274868783073,31.3992156886061,-0.974914899999999,6.64246518111116,110.012054001037,38.91744466,117.7683,25.0,298.53034978646,73.1105267513781,51.3015069352743,33.3160943869001,743851659956.0515,68534340.6,2.07164478302002,2012.0,141978809.16170713,ASIA,4.608488263275465,12.000559183113587,2.564992370622118,0.9901068200140568,1.0151812411378354,0.9753005472247747,0.9848853809913214,1.0237330208197244,0.9620529581068931,7.4396064784919735,2.2095859101214823,27.2,1.0,0.0
BGD,2022,305629528154.311,100020656738.973,169384897.0,1804.3493461776,33.7799672705735,0.347960024540439,5.69899955596024,31.673734726234,-0.973641299999999,7.17020479104462,109.8665408168,41.61650085,120.8657,,308.276302614701,63.2199514017555,51.0380826788136,33.9200804971876,806679733697.2219,70461023.0,2.1118311882019,1879.0,148801785.9240114,ASIA,4.618190421374324,11.093078741252828,2.4926332840903687,0.9875838215337345,1.0231475560070131,0.9652408547872885,1.0013738283306721,1.0031664594577212,0.9982130272497167,7.49795533274916,2.564992370622118,25.0,1.0,0.0
BGD,2023,323279976841.364,102232069046.377,171466990.0,1885.37733613545,30.9829714104596,0.335721505298968,5.66516962733289,32.1578465036834,-0.9020256,7.89245848428319,111.280894357567,44.50274195,118.9891,,287.753137358845,69.2525518340174,51.1119129405073,34.5942721606063,868577816058.7378,70981962.0,2.15412998199463,2562.0,152904372.5250035,ASIA,4.630781406131874,14.941651451395979,2.768935272223626,0.9828224702508309,1.0024682382631587,0.9804026030327252,1.001350309939188,0.9913549932881381,1.0100824797562147,7.541883258170298,2.4926332840903687,,1.0,0.0
BOL,2016,34407300587.1524,7293345003.48168,11180020.0,3077.57057564766,56.4010345026573,0.988080149462259,17.4582521973373,68.7446327876947,-1.23873949050903,2.57235,90.3953,39.6975,21.3607,13.6,779.010093756017,28.6713882052018,49.8023324477813,25.3263589797711,59202734918.90754,4851473.0,2.88119912147522,2.0,13978059.74546075,LATAM,4.8856031804575295,0.17889055654641045,0.164573789889774,,,,,,,8.031895790581249,,,0.0,0.0
BOL,2017,35850757840.6068,8151861191.7661,11344587.0,3160.16421228968,45.5761123650708,1.55130384811576,15.1955405478657,69.0838016274736,-1.24510812759399,3.34958,96.6384,43.8323,21.7833,14.3,800.932396505253,27.7238355089629,51.5106326361384,30.1846229804293,64394459364.72826,5038909.0,2.90920758247376,3.0,14659232.270195272,LATAM,4.8663502672786745,0.26444329793583493,0.23463194463242562,0.9579459539290858,0.9889382890000635,0.9686610019900082,,,,8.058379271145233,0.164573789889774,13.6,0.0,0.0
BOL,2018,36878987707.3734,8509563007.6485,11508368.0,3204.53670819124,46.9261953417368,0.624547731622922,16.0782526056378,69.4133879813999,-1.21190083026886,4.38026,99.4566,44.2861,21.9655,14.3,803.167323356965,26.4642569469127,52.3312287295658,30.385489117214,69684299404.14035,5365984.0,2.93748831748962,5.0,15762515.31183622,LATAM,4.819829082645279,0.4344664682255555,0.360792980931191,0.9505921297634997,1.0001638118135556,0.9504364370470777,,,,8.072322806079557,0.23463194463242562,14.3,0.0,0.0
BOL,2019,37434651169.5829,8900456332.53374,11671386.0,3207.3869521223,45.8209732749024,-0.44160551411852,16.115250287981,69.7334986708387,-1.18941926956177,6.39917,100.149,47.4748,21.9997,13.5,795.587766798846,28.9239915164101,53.345193618041,30.4627271604529,75100540766.46707,5622105.0,2.96604371070862,3.0,16675409.176193485,LATAM,4.771990158532434,0.2570388812434102,0.228758860906511,0.9418606933271584,0.9693799060545563,0.9716115296433129,,,,8.073211851012028,0.360792980931191,14.3,0.0,0.0
BOL,2020,32673162315.3388,5318612175.28535,11816299.0,2765.0927177231,37.5164342446486,-2.66931283946252,18.606656345504,70.0442635528254,-1.21863114833832,7.88672,99.8988,59.9401,18.5659,16.9,657.789938372448,31.3573420977687,55.7778796225764,27.2757447830119,76664125903.42906,5437862.0,2.99487709999084,5.0,16285728.376710389,LATAM,4.644105133226878,0.4231443364796371,0.35286874508103006,0.8550042146237904,0.9256569780965086,0.9236728451850422,0.6933739595610916,0.882224612097186,0.7859381273810002,7.924829446024645,0.228758860906511,13.5,0.0,0.0
BOL,2021,35949969735.497,6370628388.4377,11937360.0,3011.55110807557,47.6670843158984,1.21888494970059,16.9868563354909,70.3450412826165,-1.17760181427002,9.44574,100.809,65.9774,21.8696,12.8,757.897180576978,28.1172356323428,52.5597373914027,30.8437936181153,79201547996.6953,6149056.0,3.02450704574585,8.0,18597863.196685795,LATAM,4.641990278296726,0.6701649275886796,0.5129223805874488,1.0650398975707673,1.0920119963034438,0.9753005472247745,1.164189969251567,1.0852646007735332,1.0727245396392537,8.010210543309576,0.35286874508103006,16.9,0.0,0.0
BOL,2022,37297165304.9227,6626840558.66727,12077154.0,3088.24126155241,57.5249335789631,0.0122391923945909,16.3831026050567,70.6352598708131,-1.30140423774719,10.9975,101.572,67.3612,23.3823,,799.661765658889,30.5651114620926,52.8583667608579,32.0192722610323,81868311155.5278,6409114.0,3.05485272407532,8.0,19578899.361809272,LATAM,4.633774984680926,0.662407716255005,0.5082669829876436,1.0036796869784148,1.039823047274141,0.9652408547872884,1.011881881782975,0.9762459989474286,1.036502974530977,8.03535703683384,0.5129223805874488,12.8,0.0,0.0
BOL,2023,38235698454.9001,6824095914.39533,12244159.0,3122.77049447823,49.6083255594597,0.458812480265399,16.8530546961722,70.9151414044538,-1.21933794021606,,,70.2368,24.4241,,847.306714580511,28.1374394437756,53.7978016916653,29.7722060416097,84598991512.14673,6580994.0,3.08593535423279,16.0,20308522.050593864,LATAM,4.623361311820586,1.3067455265812866,0.8358376682013353,0.9920249146375075,1.0053561288858188,0.9867398090435022,0.992452039623387,1.0207392685038774,0.9722875079333906,8.046475865782845,0.5082669829876436,,0.0,0.0
BRA,2016,1743173031878.48,282449055268.201,203218114.0,8577.84277969667,24.5336820770756,4.13737853830264,20.3792974269012,85.9487048448108,-0.201301991939545,13.2177,120.101,60.8725,482.7112,45.4,1414.8979311951,13.4895823334815,63.2036958322425,18.3547582770536,4220500719827.1284,90212798.0,2.8806574344635,2019.0,259872167.24245396,LATAM,5.41768167581067,9.935137967081024,2.391981271066149,,,,,,,9.056937736591848,,,0.0,0.0
BRA,2017,1766232928473.27,275225828621.726,204703445.0,8628.25209645723,24.3197343741684,3.33826028420938,20.1619046967128,86.1982897571091,-0.305428564548492,14.1218,108.093,67.4713,494.7579,45.3,1431.95949698072,13.6049599824881,63.3386728622309,18.1885023085758,4284701512457.498,90503629.0,2.94924998283386,2193.0,266917826.27465203,LATAM,5.408151491641924,10.713058590684685,2.4607043382680622,0.9963587642904785,0.997689665098526,0.9986660172450358,0.9962822037625226,0.9952637556763487,1.0010232946596973,9.062797225494023,2.391981271066149,45.4,0.0,0.0
BRA,2018,1797736638146.82,289624978886.943,206107261.0,8722.33529970988,28.876203376153,4.07858861807831,19.8950877838984,86.4420719945072,-0.30234295129776,15.1538,101.602,70.4343,471.0836,46.9,1403.40232453429,13.3316911366538,62.6533503532505,18.7490514527988,4360091415721.566,92076304.0,3.01947546005249,2918.0,278022140.3803329,LATAM,5.393232265775829,14.157676861272734,2.718507127130723,0.996457823370293,1.0297344822554135,0.9676842336946558,0.9932583739025355,1.0298552702241146,0.9644640393852478,9.073642290648193,2.4607043382680622,45.3,0.0,0.0
BRA,2019,1819683008336.22,301285475912.595,207455459.0,8771.43950372603,28.8902578697354,3.69267330426814,19.9835812871943,86.6797991084296,-0.224319815635681,15.8622,97.3747,73.9124,468.5794,47.5,1415.83477031974,13.813142449647,63.0678492508986,18.7546275724707,4443372320848.082,94129066.0,3.09137320518494,3333.0,290988072.4614848,LATAM,5.369115929550839,16.06609927772496,2.8370939973789073,0.9891911005192324,1.007572170794437,0.9817570683192732,0.9871339810669115,1.0062720176365714,0.9809812493697189,9.079256211432273,2.718507127130723,46.9,0.0,0.0
BRA,2020,1760056385298.89,296022135253.885,208660842.0,8435.01046209185,32.3020785443492,2.59263784624068,20.1351530146558,86.9112186503004,-0.231919765472412,17.4181,98.6456,81.3427,447.921,50.0,1379.24649914162,13.6658296866126,61.4484446411949,19.5061183897524,4517225840059.5625,86874675.0,3.16498303413391,3808.0,274956872.4708973,LATAM,5.366864121994563,18.249710695598555,2.9574960318207846,0.961827859327653,1.0519279820505083,0.9143476319099104,0.9590663087898447,1.0545281661478227,0.9094743408260977,9.040146235298428,2.8370939973789073,47.5,0.0,0.0
BRA,2021,1843880907790.44,334230064783.313,209550294.0,8799.22844579944,37.6563307592575,2.77979074096507,18.5475883604547,87.1360781715439,-0.301417380571365,19.8363,104.825,80.6899,506.2334,46.5,1430.3934661032,13.6869644159129,56.9133841883894,22.123475195366,4625594612839.896,91187695.0,3.22658061981201,3895.0,294224449.4523285,LATAM,5.361069786195312,18.58742321783619,2.974887687717146,1.0168896641353369,1.0088331328976157,1.0079859899273738,1.020159146242126,1.0057819699137114,1.014294525810249,9.082419320008778,2.9574960318207846,50.0,0.0,0.0
BRA,2022,1899505159031.73,337871418527.24,210306415.0,9032.08377657776,38.8160659764321,3.86803201499441,18.4022127200972,87.349556243881,-0.257879137992859,20.9534,101.245,80.5278,479.2664,,1432.72741132919,14.946073685839,58.0872310746862,22.8194568521446,4732186300725.142,97918963.0,3.29099345207214,3273.0,322250666.06669414,LATAM,5.323675401121761,15.563006007210955,2.8071716546585317,0.9984287711176313,1.0014831265400732,0.9969501678645409,0.9972360886516136,1.0015712103644119,0.9956716789900331,9.108538381315462,2.974887687717146,46.5,0.0,0.0
BRA,2023,1961080569227.7,327806716034.428,211140729.0,9288.02594608687,33.6662298301284,2.86383330702497,19.0426107944103,87.6159710235763,-0.308802843093872,22.4192,101.02,84.1506,480.235,,1481.22439922518,13.3827173243912,59.1789358564203,22.1441739229749,4823383701723.3125,99281765.0,3.35838437080383,3593.0,333426327.8818187,LATAM,5.326736743950317,17.01708626761443,2.89132054474523,1.010584263406957,1.002692084755355,1.007870989281348,1.011198803069977,1.0258821144374786,0.9856871358211047,9.136481316880165,2.8071716546585317,,0.0,0.0
CHL,2016,246700604515.86,60295644485.195,18267221.0,13505.097711133,56.0578610877723,4.55707488153847,14.3426676192841,87.6306290578181,0.96039354801178,15.9005,127.565,83.5586,88.8653,24.6,2070.46958170364,22.4649726847552,58.9826363326027,26.7795650481896,719211869448.3883,8400305.0,3.08908796310425,252.0,25949281.061904445,LATAM,5.579368272018307,13.795201798894315,2.6943029254275763,,,,,,,9.510822501382549,,,0.0,0.0
CHL,2017,250050047209.619,58290641702.5622,18558868.0,13473.3458532934,56.0261589675707,1.89647029836548,14.6487131962187,87.8000295757281,0.981475472450256,16.501,124.001,82.3275,89.7525,24.1,2065.97571745805,21.6603146283732,58.2768071532191,27.3811560671383,741541917678.5311,8604646.0,3.10786700248718,238.0,26742095.371483304,LATAM,5.562590621986139,12.824058019055903,2.6264104090332094,0.9831533821378607,1.0007591443363177,0.9824075929776962,0.9807232696178035,1.0013529759425361,0.9793981674590675,9.508468631529055,2.6943029254275763,24.6,0.0,0.0
CHL,2018,260027117802.785,62075415014.4734,18893191.0,13763.0068844795,58.177050633437,2.68461345207245,14.856473757383,87.9620493753008,0.940260529518127,17.2067,133.27,84.9,89.8194,25.5,2067.9764736837,20.5997873103713,58.0012686596891,27.8615227739821,766540236809.0779,8791511.0,3.12676072120667,297.0,27488951.274856374,LATAM,5.5722066403813155,15.719949054662072,2.816602560681942,1.0065494735240832,1.0324356115436577,0.9749271162965111,1.00601275033444,1.0349869203967126,0.9720052790124472,9.529739611195893,2.6264104090332094,24.1,0.0,0.0
CHL,2019,261676645417.276,64859828465.1316,19197744.0,13630.5935435578,57.6117545680829,4.87956164130548,15.2539557255243,88.1273685623538,0.924216628074646,17.865,130.493,85.0176,95.2476,25.3,2154.35451877758,20.755448395943,58.8831754600692,27.1184422429165,793073053433.7555,8980466.0,3.14576888084412,332.0,28250470.478278674,LATAM,5.548858553478636,17.293698676261126,2.9065566659200543,0.9732683935203862,0.987083367546176,0.9860042479895766,0.9722527082841119,0.9857607787417048,0.9862968067416564,9.520072070591876,2.816602560681942,25.5,0.0,0.0
CHL,2020,245600606668.884,57833106123.1192,19370624.0,12679.024004022,58.1828635629748,4.50610139661101,16.0263618695537,88.2953490438375,0.930162131786346,19.4306,129.414,87.4593,87.5108,26.7,1946.16760616995,20.0102686850355,56.3446145785556,29.8295676046618,811252506885.1868,7883746.0,3.16489291191101,414.0,24951211.834706776,LATAM,5.55824526789506,21.372569102575117,3.1078356147984607,0.9499222937273963,1.0307427812440177,0.9215900523512975,0.9553536723391357,1.0300672493603482,0.9274672822889882,9.447704253737134,2.9065566659200543,25.3,0.0,0.0
CHL,2021,273390120031.28,67060872244.5355,19456334.0,14051.4713630677,64.8774063237834,4.81308998117864,14.7373122384899,88.4660511664452,0.889890670776367,22.014,136.572,90.2328,89.1084,24.2,2032.98120427379,22.0634868594571,54.9981243742139,30.860053303873,837750753785.4629,8314905.000000001,3.18922209739685,519.0,26518078.76375556,LATAM,5.6146011316984,26.675117727728153,3.320533732523436,1.068134576873553,1.0497486595110268,1.017514589988703,1.060756722707058,1.041997602363016,1.0180030359969165,9.5504823926288,3.1078356147984607,26.7,0.0,0.0
CHL,2022,279278925615.692,70160762873.4074,19553036.0,14283.1489501524,75.2016177425303,6.2318507042491,14.7249541091785,88.6395352768685,0.688454449176788,22.7902,135.114,93.5377,90.4279,,2081.99751245711,29.1705232939256,55.3720887582081,31.0330474006021,866023978969.597,8876952.0,3.21398735046387,460.0,28530411.43867495,LATAM,5.576751656865749,23.525758352820503,3.199723926597033,0.9826735406738969,0.9730585805716805,1.0098811729264723,0.9763309409040566,0.9720373837470881,1.0044170699900627,9.566835726300333,3.320533732523436,24.2,0.0,0.0
CHL,2023,280734996501.051,70123244870.3023,19658835.0,14280.3475638842,60.7247236874408,5.47730938390937,15.299339236854,88.8158617217972,0.625093758106232,22.9954,135.871,94.4574,77.0074,,2059.27616196845,23.1032480114662,57.6027444991353,28.8030257311404,892846024891.4194,9089552.0,3.23919916152954,544.0,29442869.217079155,LATAM,5.550813496427285,27.67203651691466,3.3559223104006186,0.9749212290913015,1.002250713004183,0.9727318887796418,0.9826322780467341,1.001031711045986,0.9816195303343326,9.56663957480496,3.199723926597033,,0.0,0.0
CHN,2016,12044942062503.5,5154510820320.7,1387790000.0,8679.22528805041,36.177170692978,1.52539470315394,16.4004661104345,58.8399238586426,-0.6211726,22.9761329915729,97.2138770934621,53.2,10773.7258,12.6,2149.2047500244,45.2806085850562,53.2881936644189,38.811156093921,38412807153155.1,762450000.0,2.62366509437561,21878.0,2000413451.2066839,ASIA,5.251068908927127,15.764632977611887,2.8192714874991265,,,,,,,9.068687551142396,,,1.0,0.0
CHN,2017,12874987827480.3,5478798666123.37,1396215000.0,9221.35045639842,36.95085261586,1.32468971748482,16.501760892272,60.2402687072754,-0.5354403,27.9101271418763,104.073181609424,54.3,10999.4188,13.1,2215.91139022057,43.0911018824937,53.541663396795,39.129944350895,41970965461620.71,760580000.0,2.64853596687317,26415.0,2014423485.6843956,ASIA,5.282168626166817,18.919006027008734,2.99167435266896,0.9879803818069423,0.9982335215888931,0.9897287162169921,0.98267813884709,0.9901112788999763,0.9924926215756833,9.129276776150117,2.8192714874991265,12.6,1.0,0.0
CHN,2018,13745054545709.3,5849150101123.61,1402760000.0,9798.57890566402,36.8943843914718,1.66361992284408,16.8365384091475,61.5001983642578,-0.5204445,28.7089097131815,116.229125477063,65.35839844,11527.5117,13.5,2310.87757050979,38.5057526966035,54.1051640361573,38.9777001747097,45721567289663.28,757820000.0,2.67364239692688,35534.0,2026139681.239128,ASIA,5.31383445380558,25.331489349567995,3.2707655366471187,0.9897672563527689,1.018204096861161,0.9720715713126131,0.9870314417478658,1.0248145938879345,0.9631317192735056,9.18999264451763,2.99167435266896,13.1,1.0,0.0
CHN,2019,14579018970009.3,6090805998907.79,1407745000.0,10356.2924890582,35.4544350281407,1.28549226847992,17.1510123948127,62.7099151611328,-0.5515574,31.5611222411202,122.670391850252,64.080881297515,11813.0582,14.3,2397.96868908473,37.20244673057,55.2295599322538,37.7642333162735,49526294924087.91,754470000.0,2.69898700714111,47130.0,2036304727.2777534,ASIA,5.341509168856652,33.479074690373615,3.540352609309342,0.9870482683196642,1.0021589509015123,0.9849218703597319,0.9823344459470986,0.998612055159383,0.9836997669633716,9.245349583911969,3.2707655366471187,13.5,1.0,0.0
CHN,2020,14920095680400.9,6346749365942.07,1411100000.0,10573.3794064211,34.337778473884,1.68770756292082,17.6037978191606,63.5234230266258,-0.5093696,33.9069794578039,120.496715387079,70.05275998,11964.1285,14.9,2465.96954605987,33.6907047751319,55.5482556415912,36.9115624066306,53396729543825.58,750640000.0,2.7245717048645,54304.0,2045172504.5394883,ASIA,5.335474222978533,38.48345262561123,3.6758816632646125,0.9558984588821108,1.0479732613073756,0.9121401224393847,0.9456909086193636,1.054703579394216,0.8966414138487465,9.266094744551108,3.540352609309342,14.3,1.0,0.0
CHN,2021,16198805195731.6,6598453297619.72,1412360000.0,11469.3174514512,36.6428789643754,1.8903454142588,16.3512045683208,64.721076965332,-0.5386195,37.5611751315805,121.491918368395,73.05323517,12551.8645,15.2,2623.79959356116,31.918522723712,54.8181795722183,38.0924722040717,57325346364254.016,746520000.0,2.73290514945984,71216.0,2040168352.1747599,ASIA,5.394447398195082,50.42340479764366,3.940093415080131,1.017761858626611,0.9992944829542533,1.0184804139193904,1.0277611147933003,0.9884590361354886,1.0397609584424141,9.347430701068673,3.6758816632646125,14.9,1.0,0.0
CHN,2022,16706452162504.0,6786639414758.66,1412175000.0,11830.298767861,37.512555678171,1.03841365474349,16.6626986358672,65.2176361083984,-0.563864399999999,41.3736197056022,124.195248970763,75.61131603,12518.6844,,2676.48200976111,31.8957749766111,54.9575804271762,37.8945266620066,61245718460799.97,733510000.0,2.74130630493164,82165.0,2010775587.7304075,ASIA,5.411584719753874,58.183298812116064,4.080639387427932,0.9718485553854771,0.9663213062776369,1.0057198874452347,0.9682028767949696,0.9480251157433682,1.0212839941859342,9.378419211755894,3.940093415080131,15.2,1.0,0.0
CHN,2023,17611274170444.3,7019896442636.18,1410710000.0,12483.9791101249,36.7391496938394,0.280991103634816,17.1891419707315,65.5301448035523,-0.552260699999999,44.728886496649,128.247014127486,90.6,13021.242,,2850.94152906511,31.991575365069,56.3379775668432,36.7725030223561,65203328980396.15,740410000.0,2.74977564811707,103792.0,2035961387.6223598,ASIA,5.434322235306299,73.57429946622622,4.311795936675514,0.9949915320205731,1.0250248629017624,0.9706999001017718,0.9950231828229561,1.0245970158231963,0.9711361320172501,9.432201430057397,4.080639387427932,,1.0,0.0
CIV,2016,49101205368.91,11799495888.8652,25989405.0,1889.27777949938,47.5655783613535,1.19375800859004,9.86519507238038,49.929991034032,-0.679972399999999,0.524752298099937,105.624772864173,41.2078149304414,11.4035,64.0,391.655583364613,23.7745526064328,54.493573696894,20.820713814142,75188315594.7106,9476327.0,1.63856148719788,7.0,15527544.462293424,AFRICA,5.089225889912504,0.2693405254949084,0.23849749433863476,,,,,,,7.543949907775461,,,0.0,1.0
CIV,2017,52739979047.0655,11944274979.4846,26733372.0,1972.81431788947,48.6625074729482,1.85673486381973,10.2683859615717,50.3977309654344,-0.694249799999999,0.534257331996876,118.755063895419,43.8399208514876,12.33,62.5,392.588824263082,21.4341423661948,55.7500354113374,19.8085626532407,83373174794.45967,7704281.0,1.65733885765076,8.0,12768604.271560455,AFRICA,5.251707312306179,0.2992514374916864,0.2617882813069462,1.0110497042627615,1.0,1.0110497042627615,1.0150513358612432,1.0,1.0150513358612432,7.587216390032501,0.23849749433863476,64.0,0.0,1.0
