cik,name,country,form,filing_date,report_date,fy,accession,primary_doc
1049659,NATIONAL STEEL CO,Brazil,20-F,2018-05-01,2017-12-31,2017,0001292814-18-001534,sidform_20f.htm
1049659,NATIONAL STEEL CO,Brazil,20-F,2019-04-05,2018-12-31,2018,0001292814-19-001150,sidform20f_2018.htm
1049659,NATIONAL STEEL CO,Brazil,20-F,2020-04-03,2019-12-31,2019,0001292814-20-001135,sidform20f_2019.htm
1049659,NATIONAL STEEL CO,Brazil,20-F,2021-04-13,2020-12-31,2020,0001292814-21-001501,sidform20f_2020.htm
1049659,NATIONAL STEEL CO,Brazil,20-F,2022-05-18,2021-12-31,2021,0001292814-22-002374,sidform20f_2021.htm
1049659,NATIONAL STEEL CO,Brazil,20-F,2023-04-28,2022-12-31,2022,0001292814-23-001912,sidform20f_2022.htm
1049659,NATIONAL STEEL CO,Brazil,20-F,2024-05-01,2023-12-31,2023,0001292814-24-001763,sidform20f_2023.htm
1049659,NATIONAL STEEL CO,Brazil,20-F,2025-04-30,2024-12-31,2024,0001292814-25-001805,sidform20f_2024.htm
1049659,NATIONAL STEEL CO,Brazil,20-F,2026-04-30,2025-12-31,2025,0001292814-26-002714,sidform20f_2025.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2018-04-24,2017-12-31,2017,0001193125-18-129003,d536132d20f.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2019-04-24,2018-12-31,2018,0001193125-19-117240,d694088d20f.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2020-04-28,2019-12-31,2019,0001193125-20-123260,d869153d20f.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2021-04-14,2020-12-31,2020,0001558370-21-004287,fmx-20201231x20f.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2022-04-14,2021-12-31,2021,0001558370-22-005450,tmb-20211231x20f.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2023-04-24,2022-12-31,2022,0001628280-23-012491,fmx-20221231.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2024-04-23,2023-12-31,2023,0001628280-24-017454,fmx-20231231.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2025-04-24,2024-12-31,2024,0001628280-25-019714,fmx-20241231.htm
1061736,MEXICAN ECONOMIC DEVELOPMENT INC,Mexico,20-F,2026-04-24,2025-12-31,2025,0001628280-26-027231,fmx-20251231.htm
1066116,TIM PARTICIPACOES SA,Brazil,20-F,2018-04-06,2017-12-31,2017,0001292814-18-001039,timform_20f.htm
1066116,TIM PARTICIPACOES SA,Brazil,20-F,2019-04-10,2018-12-31,2018,0001292814-19-001238,timform20f_2018.htm
1066116,TIM PARTICIPACOES SA,Brazil,20-F,2020-05-01,2019-12-31,2019,0001292814-20-001580,tsuform20f_2019.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2018-02-21,2017-12-31,2017,0001292814-18-000427,f2017telefnicabrasilsa.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2019-02-21,2018-12-31,2018,0000950103-19-002195,dp102361_20f.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2020-02-20,2019-12-31,2019,0000950103-20-003040,dp121471_20f.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2021-02-25,2020-12-31,2020,0000950103-21-003067,dp146599_20f.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2022-02-24,2021-12-31,2021,0001104659-22-026740,viv-20211231x20f.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2023-02-17,2022-12-31,2022,0001104659-23-023359,viv-20221231x20f.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2024-02-22,2023-12-31,2023,0001628280-24-006357,viv-20231231.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2025-02-27,2024-12-31,2024,0001628280-25-008767,viv-20241231.htm
1066119,TELEFONICA BRASIL S.A.,Brazil,20-F,2026-02-24,2025-12-31,2025,0002070979-26-000018,viv-20251231.htm
1071371,BANCOLOMBIA SA,Colombia,20-F,2018-04-30,2017-12-31,2017,0001144204-18-023396,tv487004_20f.htm
1071371,BANCOLOMBIA SA,Colombia,20-F,2019-04-25,2018-12-31,2018,0001144204-19-021114,tv517668_20f.htm
1071371,BANCOLOMBIA SA,Colombia,20-F,2020-04-27,2019-12-31,2019,0001104659-20-051519,tm206804d3_20f.htm
1071371,BANCOLOMBIA SA,Colombia,20-F,2021-04-23,2020-12-31,2020,0001558370-21-004672,cib-20201231x20f.htm
1071371,BANCOLOMBIA SA,Colombia,20-F,2022-04-27,2021-12-31,2021,0001558370-22-006007,tmb-20211231x20f.htm
1071371,BANCOLOMBIA SA,Colombia,20-F,2023-04-03,2022-12-31,2022,0001558370-23-005367,cib-20221231x20f.htm
1071371,BANCOLOMBIA SA,Colombia,20-F,2024-03-26,2023-12-31,2023,0001558370-24-003957,cib-20231231x20f.htm
1071371,BANCOLOMBIA SA,Colombia,20-F,2025-03-28,2024-12-31,2024,0001071371-25-000053,cib-20241231.htm
1071438,BRASKEM SA,Brazil,20-F,2020-06-15,2019-12-31,2019,0001292814-20-002229,bakform20f_2019.htm
1071438,BRASKEM SA,Brazil,20-F,2021-05-14,2020-12-31,2020,0001292814-21-002286,bakform20f_2020.htm
1071438,BRASKEM SA,Brazil,20-F,2022-04-28,2021-12-31,2021,0001292814-22-001862,bakform20f_2021.htm
1071438,BRASKEM SA,Brazil,20-F,2023-04-25,2022-12-31,2022,0001292814-23-001738,bakform20f_2022.htm
1071438,BRASKEM SA,Brazil,20-F,2024-04-12,2023-12-31,2023,0001292814-24-001348,bakform20f_2023.htm
1071438,BRASKEM SA,Brazil,20-F,2025-03-31,2024-12-31,2024,0001292814-25-001192,bakform20f_2024.htm
1071438,BRASKEM SA,Brazil,20-F,2026-04-20,2025-12-31,2025,0001292814-26-002427,bakform20f_2025.htm
1073404,GERDAU S.A.,Brazil,20-F,2018-04-03,2017-12-31,2017,0001104659-18-022121,a18-2312_120f.htm
1073404,GERDAU S.A.,Brazil,20-F,2019-03-29,2018-12-31,2018,0001104659-19-018684,a19-2248_120f.htm
1073404,GERDAU S.A.,Brazil,20-F,2020-03-31,2019-12-31,2019,0001104659-20-041231,tm1928411-1_20f.htm
1073404,GERDAU S.A.,Brazil,20-F,2021-04-21,2020-12-31,2020,0001104659-21-053189,tm212083d1_20f.htm
1073404,GERDAU S.A.,Brazil,20-F,2022-03-31,2021-12-31,2021,0001104659-22-041058,ggb-20211231x20f.htm
1073404,GERDAU S.A.,Brazil,20-F,2023-03-31,2022-12-31,2022,0001104659-23-040166,ggb-20221231x20f.htm
1073404,GERDAU S.A.,Brazil,20-F,2024-03-28,2023-12-31,2023,0001104659-24-040516,ggb-20231231x20f.htm
1073404,GERDAU S.A.,Brazil,20-F,2025-03-14,2024-12-31,2024,0001410578-25-000353,ggb-20241231x20f.htm
1073404,GERDAU S.A.,Brazil,20-F,2026-03-13,2025-12-31,2025,0001104659-26-027678,ggb-20251231x20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2018-04-30,2017-12-31,2017,0001193125-18-143360,d541425d20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2019-04-25,2018-12-31,2018,0001193125-19-117579,d705069d20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2020-04-29,2019-12-31,2019,0001193125-20-126557,d863784d20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2021-04-23,2020-12-31,2020,0001193125-21-129260,d45023d20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2022-04-29,2021-12-31,2021,0001193125-22-133730,d305933d20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2023-05-01,2022-12-31,2022,0001193125-23-128248,d401501d20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2024-04-29,2023-12-31,2023,0001193125-24-119054,d702816d20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2025-04-28,2024-12-31,2024,0001193125-25-097693,d905381d20f.htm
1076378,CEMEX SAB DE CV,Mexico,20-F,2026-04-24,2025-12-31,2025,0001193125-26-177605,d120395d20f.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2018-04-09,2017-12-31,2017,0001193125-18-110362,d548191d20f.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2019-04-23,2018-12-31,2018,0001193125-19-113656,d661418d20f.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2020-05-04,2019-12-31,2019,0001193125-20-132504,d877759d20f.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2021-04-29,2020-12-31,2020,0001554855-21-000163,MainDocument.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2022-05-10,2021-12-31,2021,0001554855-22-000306,ugp-20211231.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2023-04-26,2022-12-31,2022,0001554855-23-000301,ugp-20221231.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2024-04-23,2023-12-31,2023,0001554855-24-000295,ugp-20231231.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2025-04-23,2024-12-31,2024,0001554855-25-000381,ugp-20241231.htm
1094972,ULTRAPAR HOLDINGS INC,Brazil,20-F,2026-04-29,2025-12-31,2025,0001554855-26-000796,ugp-20251231.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2018-02-23,2017-12-31,2017,0001562762-18-000040,meli-20171231x10k.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2019-02-28,2018-12-31,2018,0001562762-19-000047,meli-20181231x10k.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2020-02-14,2019-12-31,2019,0001562762-20-000055,meli-20191231x10k.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2021-03-01,2020-12-31,2020,0001562762-21-000079,meli-20201231x10k.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2022-02-23,2021-12-31,2021,0001562762-22-000049,meli-20211231x10k.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2023-02-24,2022-12-31,2022,0001099590-23-000007,meli-20221231.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2024-02-23,2023-12-31,2023,0001099590-24-000008,meli-20231231.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2025-02-21,2024-12-31,2024,0001099590-25-000007,meli-20241231.htm
1099590,MERCADOLIBRE INC,Argentina,10-K,2026-02-25,2025-12-31,2025,0001099590-26-000006,meli-20251231.htm
1110649,Fibria Celulose S.A.,Brazil,20-F,2018-02-27,2017-12-31,2017,0001104659-18-012854,a18-2311_120f.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2018-04-19,2017-12-31,2017,0001193125-18-122635,d553951d20f.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2019-05-15,2018-12-31,2018,0001193125-19-146966,d728957d20f.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2020-04-29,2019-12-31,2019,0001193125-20-125630,d833131d20f.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2021-04-23,2020-12-31,2020,0001193125-21-129010,d58474d20f.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2022-04-25,2021-12-31,2021,0001193125-22-116900,d248187d20f.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2023-04-24,2022-12-31,2022,0001114700-23-000012,ggal-20221231.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2024-04-26,2023-12-31,2023,0001114700-24-000010,ggal-20231231.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2025-04-28,2024-12-31,2024,0001114700-25-000049,ggal-20241231.htm
1114700,GRUPO FINANCIERO GALICIA SA,Argentina,20-F,2026-04-16,2025-12-31,2025,0001114700-26-000038,ggal-20251231.htm
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,20-F,2023-03-29,2022-12-31,2022,0001292814-23-001253,pbrform20f_2022.htm
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,20-F,2024-04-12,2023-12-31,2023,0001292814-24-001340,pbrform20f_2023.htm
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,20-F,2025-04-03,2024-12-31,2024,0001292814-25-001352,pbrform20f_2024.htm
1119639,PETROBRAS - PETROLEO BRASILEIRO SA,Brazil,20-F,2026-04-09,2025-12-31,2025,0001292814-26-002168,pbrform20f_2025.htm
1122491,BRF S.A.,Brazil,20-F,2018-04-30,2017-12-31,2017,0001292814-18-001481,brfform_20f.htm
1122491,BRF S.A.,Brazil,20-F,2019-04-30,2018-12-31,2018,0001292814-19-001565,brfform20f_2018.htm
1122491,BRF S.A.,Brazil,20-F,2020-04-24,2019-12-31,2019,0001292814-20-001419,brfform20f_2019.htm
1122491,BRF S.A.,Brazil,20-F,2021-03-26,2020-12-31,2020,0001292814-21-001201,brfform20f_2020.htm
1122491,BRF S.A.,Brazil,20-F,2022-03-25,2021-12-31,2021,0001292814-22-001167,brfform20f_2021.htm
1122491,BRF S.A.,Brazil,20-F,2023-04-28,2022-12-31,2022,0001292814-23-001942,brfform20f_2022.htm
1122491,BRF S.A.,Brazil,20-F,2024-04-19,2023-12-31,2023,0001292814-24-001448,brfform20f_2023.htm
1122491,BRF S.A.,Brazil,20-F,2025-04-30,2024-12-31,2024,0001292814-25-001796,brfform20f_2024.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2018-04-26,2017-12-31,2017,0001104659-18-026696,a18-9707_120f.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2019-04-25,2018-12-31,2018,0001104659-19-023740,a19-8495_120f.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2020-04-09,2019-12-31,2019,0001104659-20-045240,tm209243-1_20f.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2021-04-12,2020-12-31,2020,0001104659-21-049375,tm2037704d1_20f.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2022-04-08,2021-12-31,2021,0001104659-22-044335,asurb-20211231x20f.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2023-04-17,2022-12-31,2022,0001104659-23-046098,asurb-20211231x20f.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2024-04-15,2023-12-31,2023,0001104659-24-047281,asurb-20231231x20f.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2025-04-10,2024-12-31,2024,0001410578-25-000689,asurb-20241231x20f.htm
1123452,SOUTHEAST AIRPORT GROUP,Mexico,20-F,2026-04-16,2025-12-31,2025,0001104659-26-044448,asurb-20251231x20f.htm
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,20-F,2017-10-10,2017-10-10,2017,0001654954-17-009282,ircp20fv41.htm
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,20-F,2018-10-23,2018-06-30,2018,0001654954-18-011458,ircp20-fv4clean.htm
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,20-F,2019-10-31,2019-06-30,2019,0001654954-19-012191,a20firsacp.htm
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,20-F,2020-10-27,2020-06-30,2020,0001654954-20-011444,irsacpfs.htm
1128173,IRSA PROPIEDADES COMERCIALES S.A.,Argentina,20-F,2021-10-20,2021-06-30,2021,0001568276-21-001786,ircp_20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2018-04-26,2017-12-31,2017,0001193125-18-135124,d541387d20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2019-04-12,2018-12-31,2018,0001193125-19-104076,d681742d20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2020-04-30,2019-12-31,2019,0001193125-20-127000,d846131d20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2021-04-29,2020-12-31,2020,0001193125-21-137773,d123012d20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2022-04-29,2021-12-31,2021,0001193125-22-133020,d305081d20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2023-05-01,2022-12-31,2022,0001193125-23-129777,d464232d20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2024-04-30,2023-12-31,2023,0001193125-24-123257,d855868d20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2025-05-14,2024-12-31,2024,0001140361-25-018954,ef20044005_20f.htm
1129137,AMERICA MOVIL SAB DE CV/,Mexico,20-F,2026-04-28,2025-12-31,2025,0001140361-26-017486,ef20060642_20f.htm
1132597,Itau Unibanco Holding S.A.,Brazil,20-F,2020-04-27,2019-12-31,2019,0001193125-20-121170,d874032d20f.htm
1132597,Itau Unibanco Holding S.A.,Brazil,20-F,2021-04-30,2020-12-31,2020,0001193125-21-145469,d120933d20f.htm
1132597,Itau Unibanco Holding S.A.,Brazil,20-F,2022-04-28,2021-12-31,2021,0001193125-22-127927,d311755d20f.htm
1132597,Itau Unibanco Holding S.A.,Brazil,20-F,2023-04-28,2022-12-31,2022,0001292814-23-001950,itubform20f_2022.htm
1132597,Itau Unibanco Holding S.A.,Brazil,20-F,2024-04-29,2023-12-31,2023,0001292814-24-001692,itubform20f_2023.htm
1132597,Itau Unibanco Holding S.A.,Brazil,20-F,2025-04-28,2024-12-31,2024,0001292814-25-001684,itubform20f_2024.htm
1132597,Itau Unibanco Holding S.A.,Brazil,20-F,2026-04-30,2025-12-31,2025,0001132597-26-000132,itub-20251231.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2018-05-09,2017-12-31,2017,0001193125-18-156222,d534692d20f.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2019-05-17,2018-12-31,2018,0001193125-19-149650,d732977d20f.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2020-05-26,2019-12-31,2019,0001292814-20-002008,cigform20f_2019.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2021-04-30,2020-12-31,2020,0001292814-21-001942,cigform20f_2020.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2022-05-17,2021-12-31,2021,0001292814-22-002344,cigform20f_2021.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2023-05-16,2022-12-31,2022,0001292814-23-002326,cigform20f_2022.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2024-04-30,2023-12-31,2023,0000950170-24-050630,cig-20231231.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2025-05-01,2024-12-31,2024,0001554855-25-000408,cig-20241231.htm
1157557,ENERGY CO OF MINAS GERAIS,Brazil,20-F,2026-04-17,2025-12-31,2025,0001554855-26-000648,cig-20251231.htm
1160330,BANK BRADESCO,Brazil,20-F,2018-04-30,2017-12-31,2017,0001292814-18-001496,bbdform20f_2017.htm
1160330,BANK BRADESCO,Brazil,20-F,2019-04-30,2018-12-31,2018,0001292814-19-001594,bbdform20f_2018.htm
1160330,BANK BRADESCO,Brazil,20-F,2020-04-30,2019-12-31,2019,0001292814-20-001550,bbdform20f_2019.htm
1160330,BANK BRADESCO,Brazil,20-F,2021-04-30,2020-12-31,2020,0001292814-21-001938,bbdform20f_2020.htm
1160330,BANK BRADESCO,Brazil,20-F,2022-04-29,2021-12-31,2021,0001292814-22-001941,bbdform20f_2021.htm
1160330,BANK BRADESCO,Brazil,20-F,2023-04-28,2022-12-31,2022,0001292814-23-001924,bbdform20f_2022.htm
1160330,BANK BRADESCO,Brazil,20-F,2024-04-29,2023-12-31,2023,0001292814-24-001682,bbdform20f_2023.htm
1160330,BANK BRADESCO,Brazil,20-F,2025-03-31,2024-12-31,2024,0001292814-25-001244,bbdform20f_2024.htm
1160330,BANK BRADESCO,Brazil,20-F,2026-03-25,2025-12-31,2025,0001292814-26-001753,bbdform20f_2025.htm
1160846,OI S.A. - In Judicial Reorganization,Brazil,20-F,2018-05-16,2017-12-31,2017,0001193125-18-165452,d583119d20f.htm
1160846,OI S.A. - In Judicial Reorganization,Brazil,20-F,2019-04-29,2018-12-31,2018,0001193125-19-123081,d710585d20f.htm
1160846,OI S.A. - In Judicial Reorganization,Brazil,20-F,2020-04-30,2019-12-31,2019,0001193125-20-128888,d910928d20f.htm
1160846,OI S.A. - In Judicial Reorganization,Brazil,20-F,2021-05-12,2020-12-31,2020,0001292814-21-002227,oiform20f_2020.htm
1161125,BANK OF CHILE,Chile,20-F,2018-04-27,2017-12-31,2017,0001104659-18-027756,a18-7735_120f.htm
1161125,BANK OF CHILE,Chile,20-F,2019-04-26,2018-12-31,2018,0001104659-19-024105,a19-2896_120f.htm
1161125,BANK OF CHILE,Chile,20-F,2020-04-30,2019-12-31,2019,0001213900-20-010484,f20f2019_bancodechile.htm
1161125,BANK OF CHILE,Chile,20-F,2021-04-30,2020-12-31,2020,0001213900-21-023927,f20f2020_bancodechile.htm
1161125,BANK OF CHILE,Chile,20-F,2022-04-29,2021-12-31,2021,0001213900-22-022791,f20f2021_bancodechile.htm
1161125,BANK OF CHILE,Chile,20-F,2023-04-28,2022-12-31,2022,0001213900-23-033930,f20f2022_bancodechile.htm
1161125,BANK OF CHILE,Chile,20-F,2024-04-26,2023-12-31,2023,0001213900-24-036675,ea0200971-20f_banco.htm
1161125,BANK OF CHILE,Chile,20-F,2025-04-25,2024-12-31,2024,0001213900-25-035593,ea0233759-20f_banco.htm
1161125,BANK OF CHILE,Chile,20-F,2026-04-30,2025-12-31,2025,0001213900-26-050243,ea0283244-20f_bancode.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2018-04-27,2017-12-31,2017,0001292814-18-001401,sbsform20f_2017.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2019-04-29,2018-12-31,2018,0001292814-19-001496,sbsform20f_2018.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2020-04-30,2019-12-31,2019,0001292814-20-001569,sbsform20f_2019.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2021-04-28,2020-12-31,2020,0001292814-21-001795,sbsform20f_2020.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2022-04-28,2021-12-31,2021,0001292814-22-001850,sbsform20f_2021.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2023-04-26,2022-12-31,2022,0001292814-23-001775,sbsform20f_2022.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2024-05-03,2023-12-31,2023,0001292814-24-001825,sbsform20f_2023.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2025-04-30,2024-12-31,2024,0001292814-25-001804,sbsform20f_2024.htm
1170858,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,Brazil,20-F,2026-04-29,2025-12-31,2025,0001292814-26-002681,sbsform20f_2025.htm
1190723,TENARIS SA,Argentina,20-F,2018-04-30,2017-12-31,2017,0001171843-18-003182,f20f_043018p.htm
1190723,TENARIS SA,Argentina,20-F,2019-04-03,2018-12-31,2018,0001171843-19-002218,f20f_040119.htm
1190723,TENARIS SA,Argentina,20-F,2020-04-30,2019-12-31,2019,0001171843-20-003101,f20f_033120p.htm
1190723,TENARIS SA,Argentina,20-F,2021-03-30,2020-12-31,2020,0001554855-21-000059,MainDocument.htm
1190723,TENARIS SA,Argentina,20-F,2022-03-31,2021-12-31,2021,0001554855-22-000170,ts-20211231.htm
1190723,TENARIS SA,Argentina,20-F,2023-03-31,2022-12-31,2022,0001554855-23-000209,ts-20221231.htm
1190723,TENARIS SA,Argentina,20-F,2024-03-28,2023-12-31,2023,0001554855-24-000207,ts-20231231.htm
1190723,TENARIS SA,Argentina,20-F,2025-04-01,2024-12-31,2024,0001554855-25-000262,ts-20241231.htm
1190723,TENARIS SA,Argentina,20-F,2026-03-31,2025-12-31,2025,0001554855-26-000490,ts-20251231.htm
1273441,GRAN TIERRA ENERGY INC.,Colombia,10-K,2021-02-25,2020-12-31,2020,0001273441-21-000007,gte-20201231.htm
1273441,GRAN TIERRA ENERGY INC.,Colombia,10-K,2022-02-23,2021-12-31,2021,0001273441-22-000007,gte-20211231.htm
1273441,GRAN TIERRA ENERGY INC.,Colombia,10-K,2023-02-22,2022-12-31,2022,0001273441-23-000005,gte-20221231.htm
1273441,GRAN TIERRA ENERGY INC.,Colombia,10-K,2024-02-20,2023-12-31,2023,0001273441-24-000006,gte-20231231.htm
1273441,GRAN TIERRA ENERGY INC.,Colombia,10-K,2025-02-24,2024-12-31,2024,0001273441-25-000002,gte-20241231.htm
1273441,GRAN TIERRA ENERGY INC.,Colombia,10-K,2026-03-04,2025-12-31,2025,0001273441-26-000010,gte-20251231.htm
1276671,BANCO ITAU CHILE,Chile,20-F,2018-04-11,2017-12-31,2017,0001104659-18-023306,a18-9698_120f.htm
1276671,BANCO ITAU CHILE,Chile,20-F,2019-04-29,2018-12-31,2018,0001193125-19-125454,d701799d20f.htm
1276671,BANCO ITAU CHILE,Chile,20-F,2020-04-27,2019-12-31,2019,0001558370-20-004311,itcb-20191231x20f.htm
1276671,BANCO ITAU CHILE,Chile,20-F,2021-04-23,2020-12-31,2020,0001558370-21-004739,itcb-20201231x20f.htm
1276671,BANCO ITAU CHILE,Chile,20-F,2022-04-28,2021-12-31,2021,0001558370-22-006157,itcb-20211231x20f.htm
1276671,BANCO ITAU CHILE,Chile,20-F,2023-04-27,2022-12-31,2022,0001558370-23-007045,itcb-20221231x20f.htm
1291733,Gol Intelligent Airlines Inc.,Brazil,20-F,2018-04-30,2017-12-31,2017,0001292814-18-001508,golform_20f.htm
1291733,Gol Intelligent Airlines Inc.,Brazil,20-F,2019-03-14,2018-12-31,2018,0001292814-19-000702,golform20f_2018.htm
1291733,Gol Intelligent Airlines Inc.,Brazil,20-F,2020-06-29,2019-12-31,2019,0001292814-20-002418,golform20f_2019.htm
1291733,Gol Intelligent Airlines Inc.,Brazil,20-F,2021-03-29,2020-12-31,2020,0001292814-21-001219,golform20f_2020.htm
1291733,Gol Intelligent Airlines Inc.,Brazil,20-F,2022-03-16,2021-12-31,2021,0001292814-22-000973,golform20f_2021.htm
1291733,Gol Intelligent Airlines Inc.,Brazil,20-F,2023-03-22,2022-12-31,2022,0001292814-23-001052,golform20f_2022.htm
1291733,Gol Intelligent Airlines Inc.,Brazil,20-F,2024-05-15,2023-12-31,2023,0001292814-24-002090,golform20f_2023.htm
1300482,CPFL Energy INC,Brazil,20-F,2018-04-24,2017-12-31,2017,0001292814-18-001293,cpflform_20f.htm
1300482,CPFL Energy INC,Brazil,20-F,2019-04-22,2018-12-31,2018,0001292814-19-001404,cplform20f_2018.htm
1300482,CPFL Energy INC,Brazil,20-F,2020-04-24,2019-12-31,2019,0001292814-20-001425,cplform20f_2019.htm
1342874,Ternium S.A.,Mexico,20-F,2018-04-24,2017-12-31,2017,0001342874-18-000009,a2017ternium20-f.htm
